attachments/media_keys/0,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,created_at,id,possibly_sensitive,reply_settings,author_id,lang,conversation_id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,geo/place_id,source,text,referenced_tweets/0/type,referenced_tweets/0/id,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,attachments/media_keys/1,attachments/media_keys/2,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/1/entity/description,context_annotations/2/entity/description,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag
,40,1,12,1,,,,16,22,0.7464,Product,Twitter,261,272,0.9743,Person,Víctor navas,,,,,,2021-04-11T19:29:45+00:00,"1,38132863811783E+018",False,everyone,"9,92406039726383E+017",es,"1,38132863811783E+018",46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,"7,81974596752843E+017",Services,0137799d4f960b21,Twitter for Android,Auxilio familia Twitter  personas de buen corazón le pido su ayuda con el corazón en la mano y si está entre sus posibilidades me estarín ayudando a reunir para comprar mi tratamiento para la epilepsia y por favor todos cuídense mucho del covid-19 humildemente Víctor navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Brand,Brands and Companies,10045225402,Twitter,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,13813104179439E+019",13,1,11,0,186,205,VacunasYaParaTodos,144,151,0.9287,Product,WhatsApp,,,,,,245,268,https://t.co/M4k2QlhA8H,https://twitter.com/LeonPadilla/status/1381310421383192577/photo/1,pic.twitter.com/M4k2QlhA8H,2021-04-11T18:17:22+00:00,"1,38131042138319E+018",False,everyone,132636263,es,"1,38131042138319E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00914f80743a0863,Twitter for Android,"En estos momentos es prioridad cuidar la salud de los venezolanos. Por eso si tienes algún síntoma relacionado con Covid-19, puedes escribir al WhatsApp +50764835757 para recibir ayuda. #VacunasYaParaTodos #VzlaMuereSinVacunas
#MonagasDiferente https://t.co/M4k2QlhA8H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,226,VzlaMuereSinVacunas,227,244,MonagasDiferente,,,,,,,,,,,,,,,,,,,,,,
"3,13813099766653E+019",2,0,2,0,186,205,VacunasYaParaTodos,144,151,0.9302,Product,WhatsApp,,,,,,227,250,https://t.co/xDJhXL4Hyz,https://twitter.com/silvia_allenb/status/1381309980310183937/photo/1,pic.twitter.com/xDJhXL4Hyz,2021-04-11T18:15:37+00:00,"1,38130998031018E+018",False,everyone,"7,69337266967868E+017",es,"1,38130998031018E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00914f80743a0863,Twitter for Android,"En estos momentos es prioridad cuidar la salud de los venezolanos. Por eso si tienes algún síntoma relacionado con Covid-19, puedes escribir al WhatsApp +50764835757 para recibir ayuda. #VacunasYaParaTodos #VzlaMuereSinVacunas https://t.co/xDJhXL4Hyz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,226,VzlaMuereSinVacunas,,,,,,,,,,,,,,,,,,,,,,,,,
"3,13812898636899E+019",0,0,0,0,186,205,VacunasYaParaTodos,144,151,0.9292,Product,WhatsApp,,,,,,209,232,https://t.co/MmzGaFnkoM,https://twitter.com/VPA_ROSCIO/status/1381289865891999744/photo/1,pic.twitter.com/MmzGaFnkoM,2021-04-11T16:55:41+00:00,"1,381289865892E+018",False,everyone,"1,09470737383342E+018",es,"1,381289865892E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00cfdfc429c27ec3,Twitter for Android,"En estos momentos es prioridad cuidar la salud de los venezolanos. Por eso si tienes algún síntoma relacionado con Covid-19, puedes escribir al WhatsApp +50764835757 para recibir ayuda. #VacunasYaParaTodos #⅕ https://t.co/MmzGaFnkoM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,13812878954625E+019",1,0,1,1,186,205,VacunasYaParaTodos,144,151,928,Product,WhatsApp,,,,,,227,250,https://t.co/D8ixTOZ1Zs,https://twitter.com/UnBaralt/status/1381287932716285953/photo/1,pic.twitter.com/D8ixTOZ1Zs,2021-04-11T16:48:00+00:00,"1,38128793271629E+018",False,everyone,"1,24522970557544E+018",es,"1,38128793271629E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01d677e97eae46b3,Twitter for Android,"En estos momentos es prioridad cuidar la salud de los venezolanos. Por eso si tienes algún síntoma relacionado con covid-19, puedes escribir al WhatsApp +50764835757 para recibir ayuda. #VacunasYaParaTodos #VzlaMuereSinVacunas https://t.co/D8ixTOZ1Zs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,226,VzlaMuereSinVacunas,,,,,,,,,,,,,,,,,,,,,,,,,
,20,1,11,0,298,319,LuchaContraLaCovid19,121,166,0.6617,Place,Hospital Emigdio Ríos de Churuguara Edo Falcón,181,204,0.3113,Place,COVID-19 Lisseth Ramirez,,,,,,2021-04-10T21:10:47+00:00,"1,3809916767313E+018",False,everyone,144914662,es,"1,38098826004283E+018",10,Person,Named people in the world like Nelson Mandela,"1,1381043843514E+018",Diosdado Cabello R,00dec776371a8365,Twitter for Android,@LucyRiveroVe @dcabellor @NicolasMaduro Camaradas @dcabellor  y @NicolasMaduro  SE NECESITA URGENTE un SATUROMETRO en el Hospital Emigdio Ríos de Churuguara Edo Falcón paciente con COVID-19 Lisseth Ramirez C.I: 6.765.782 Paciente de Diálisis. AYUDA POR FAVOR . Tlf  0426-6764631 vía @LucyRiveroVe  #LuchaContraLaCovid19,replied_to,"1,38098826004283E+018",0,13,LucyRiveroVe,141620961,14,24,dcabellor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden","1,1381043843514E+018",Diosdado Cabello R,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,,,,,,,,,25,39,NicolasMaduro,50,60,dcabellor,64,78,NicolasMaduro,283,296,LucyRiveroVe,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,,,
,7,0,0,0,0,8,10Abril,38,50,0.6133,Person,Juan M Guerra,,,,,,78,101,https://t.co/0EMCtjjJYU,https://gofund.me/9cf64ac0,gofund.me/9cf64ac0,2021-04-10T16:36:13+00:00,"1,3809225778504E+018",False,everyone,"1,0443170066218E+018",es,"1,3809225778504E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,Twitter for Android,"#10Abril. #ServicioPúblico 

#URGENTE Juan M Guerra necesita de ti (COVID-19) https://t.co/0EMCtjjJYU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,26,ServicioPúblico,29,37,URGENTE,,,,,,,,,,,,,,,,,,,,,,
"3,13806954474682E+019",0,0,0,0,,,,93,99,0.5496,Place,COJEDES,,,,,,271,294,https://t.co/1SoOuc32V6,https://twitter.com/Iloveyouvzla/status/1380695449749848071/photo/1,pic.twitter.com/1SoOuc32V6,2021-04-10T01:33:41+00:00,"1,38069544974985E+018",False,everyone,2438765798,es,"1,38069544974985E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,009e6b0e445977d6,Twitter for Android,"Servicio Público

Pilar Guerra es coordinadora de ⁦@FundehullanVzla⁩  y ⁦@RedJustLibertad en COJEDES ⁩ tiene COVID-19 estamos solicitando su apoyo para que pueda cubrir los gastos del tratamiento. 
Ayúda a compartir  con un RT 
SolidariosConPIlar https://t.co/X9rUzCi8Oe https://t.co/1SoOuc32V6",,,51,67,FundehullanVzla,,73,89,RedJustLibertad,,,,,,,,,,,,,,,,"3,13806895728211E+019",,247,270,https://t.co/X9rUzCi8Oe,https://twitter.com/FundehullanVzla/status/1380689582799396868/photo/1,pic.twitter.com/X9rUzCi8Oe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,1380641570916E+019",2,0,1,0,0,10,09deAbril,88,102,0.9984,Person,Gisela Martínez,127,131,0.2717,Place,Covid,223,246,https://t.co/h11oNFYbMe,https://twitter.com/roynieto13/status/1380641579300442119/photo/1,pic.twitter.com/h11oNFYbMe,2021-04-09T21:59:38+00:00,"1,38064157930044E+018",False,everyone,1001736074,es,"1,38064157930044E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,Twitter for Android,"#09deAbril #ayuda #COVID19 
El día de hoy familiares y Amigos pedimos ayuda para mí tía Gisela Martínez para su tratamiento de Covid-19, se encuentra en la clínica Briceño rosii, el que la pueda ayudar sería de gran ayuda. https://t.co/h11oNFYbMe",,,,,,,,,,164,170,465,Person,Briceño,,,,,,,,,,,"3,13806415773711E+019",,223,246,https://t.co/h11oNFYbMe,https://twitter.com/roynieto13/status/1380641579300442119/photo/1,pic.twitter.com/h11oNFYbMe,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,ayuda,18,26,COVID19,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,,2021-04-09T02:08:42+00:00,"1,38034187186465E+018",False,everyone,898843808,es,"1,38034187186465E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01be351754bcbe13,Twitter for Android,"Buenas noches. Si alguien sabe de alguna Organización que de ayuda para personas con Covid-19. Le agradezco su ayuda.

Muchas gracias.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,133,150,VacunasParaTodos,45,52,0.2953,Place,COVID-19,,,,,,,,,,,2021-04-08T23:07:13+00:00,"1,38029620152699E+018",False,everyone,"1,33497500877976E+018",es,"1,38029620152699E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012b6b2c110f0c21,Twitter for Android,"Los hospitales están colapsados por casos de COVID-19. Sin insumos, sin tratamientos y sin vacunas ¿Cual es la ayuda para el pueblo? #VacunasParaTodos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,240,263,https://t.co/7n6jRQeoad,https://gofund.me/c3346ee5,gofund.me/c3346ee5,2021-04-08T18:54:21+00:00,"1,38023256249325E+018",True,everyone,"9,40314017167479E+017",es,"1,38023256249325E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,Twitter for Android,"Mi abuela se encuentra luchando contra el covid, si pudieran difundir sería de gran ayuda al igual si está en sus posibilidades donar, lo que esté a su alcancé será de gran ayuda. 

Gracias miles

Help my grandma Egda Urbano fight COVID-19 https://t.co/7n6jRQeoad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,13798246441281E+019",3,0,0,0,,,,22,34,0.9074,Person,Germán Grüber,71,78,0.2523,Organization,Covid 19,174,197,https://t.co/P0y1Rmbc9c,https://twitter.com/gruberleonardo/status/1379824646829309955/photo/1,pic.twitter.com/P0y1Rmbc9c,2021-04-07T15:53:26+00:00,"1,37982464682931E+018",False,everyone,94364419,es,"1,37982464682931E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01a74227630d48a8,Twitter for Android,"Hola a todos mi primo Germán Grüber requiere recursos para combatir el Covid 19, se encuentra hospitalizado en Puerto Ordaz Agradecemos muchísima su valiosa ayuda, gracias . https://t.co/P0y1Rmbc9c",,,,,,,,,,111,122,0.9646,Place,Puerto Ordaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,13797684506216E+019",2,0,0,0,244,247,rt,11,24,0.9837,Person,Dra Zinnia Ron,99,103,342,Person,Covid,261,284,https://t.co/Oariqx4R3c,https://twitter.com/medicenyon/status/1379768468921278465/photo/1,pic.twitter.com/Oariqx4R3c,2021-04-07T12:10:12+00:00,"1,37976846892128E+018",False,everyone,"8,96916691392844E+017",es,"1,37923113958028E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,011e9fe872fe6928,Twitter for Android,"Mi querida Dra Zinnia Ron, médico psiquiatra que ha sido de gran ayuda para mi vida dió positivo a Covid-19 y su esquema de tratamiento ha cambiado.

Si puedes colaborar monetariamente o con alguno de los medicamentos se te agradece un montón

#rt #puertoordaz https://t.co/Oariqx4R3c",replied_to,"1,37923113958028E+018",,,,"8,96916691392844E+017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,260,puertoordaz,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,58,71,NewAmsterdam,48,53,0.3339,Person,Dr Max,,,,,,,,,,,2021-04-07T11:13:40+00:00,"1,37975424153178E+018",False,everyone,142478264,es,"1,37975424153178E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,Twitter for Android,"Que bueno tener y usar la palabra preferida del Dr Max de #NewAmsterdam   !Como puedo Ayudar ! En estos momentos sería necesario para muchos y no, no siempre la ayuda tendría que ser monetaria. #Venezuela #pandemia #Covid_19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,204,Venezuela,205,214,pandemia,,,,,,,,,,,,,,,,,,,,215,224,Covid_19
,2,0,0,0,,,,22,27,0.8851,Person,Hector,82,84,0.7581,Place,CCS,163,186,https://t.co/Ny9zzXgWzb,https://gofund.me/bed2524f,gofund.me/bed2524f,2021-04-06T03:44:08+00:00,"1,37927872429464E+018",False,everyone,65999330,es,"1,37927872429464E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,Twitter for Android,"Ayudemos a mi padrino Hector a superar el COVID-19

Se encuentra hospitalizado en CCS y los gastos son indetenibles, cualquier ayuda es bienvenida y un RT también https://t.co/Ny9zzXgWzb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,13787693294335E+019",25,0,6,0,180,189,Covid_19,,,,,,,,,,,256,279,https://t.co/RswdAyoVRA,https://twitter.com/BenitoHamidian/status/1378769344595959813/photo/1,pic.twitter.com/RswdAyoVRA,2021-04-04T18:00:02+00:00,"1,37876934459596E+018",False,everyone,125855176,es,"1,37876934459596E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012af435641420c7,Twitter for Android,"Agradecido con el llamado de solidaridad en colaborar para la compra de este medicamento para nuestra Profa. @loydag, eternamente agradecido y seguimos activos hoy pidiendo ayuda. #Covid_19 #4Abril #FacesUC @paolamenta @Maraque1 @Econanasorellys @facesuc1 https://t.co/RswdAyoVRA",,,109,116,loydag,,207,218,paolamenta,,,,,,,,,,,,,,,,"3,13787693420794E+019",,256,279,https://t.co/RswdAyoVRA,https://twitter.com/BenitoHamidian/status/1378769344595959813/photo/1,pic.twitter.com/RswdAyoVRA,,,,,,,,,,,,,,,,,,,,,,,,,,190,197,4Abril,198,206,FacesUC,219,228,Maraque1,229,245,Econanasorellys,246,255,facesuc1,,,,,,,,,,,,,
,0,0,1,0,,,,111,125,0.9325,Place,Rosario de Paya,128,138,0.3779,Place,Fundabarrio,,,,,,2021-04-04T03:55:58+00:00,"1,37855692870457E+018",False,everyone,"1,13639856814153E+018",es,"1,3769789120189E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,043383f8b2b79918,Twitter for Android,"@R_MarcoTorres @NicolasMaduro @johanitakenpo @johanitakenpo Alcaldesa usted tanto que trabaja y los vecinos de Rosario de Paya, Fundabarrio de la manera más inconsciente siguen haciendo fiestas con amigos de otros lados mientras los hospitales están colapsados y tantos están llorando a sus muertos por COVID-19. Ayuda!",replied_to,"1,3769789120189E+018",0,14,R_MarcoTorres,"1,32051269195028E+018",15,29,NicolasMaduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,30,44,johanitakenpo,45,59,johanitakenpo,,,,,,,,,,,,,,,,
"3,13785193733847E+019",8,0,6,0,155,164,COVID_19,35,40,973,Person,Maduro,,,,,,165,188,https://t.co/TIY7Mu6lgm,https://twitter.com/lmaracara/status/1378519376589115393/photo/1,pic.twitter.com/TIY7Mu6lgm,2021-04-04T01:26:45+00:00,"1,37851937658912E+018",False,everyone,106199539,es,"1,37851937658912E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,Twitter for Android,1607 casos reconoce el gobierno de Maduro hoy sábado 3 de abril . Siento que todos esos casos están en mi TL pidiendo ayuda para pagar el tratamiento . 😭😭 #COVID_19 https://t.co/TIY7Mu6lgm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,2,29,1,,,,,,,,,,,,,,,,,,,2021-04-03T17:02:33+00:00,"1,37839248943915E+018",False,everyone,106199539,es,"1,37839248943915E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,Twitter for Android,Mi TL está lleno de gente pidiendo ayuda para superar la COVID_19... Un conteo rápido y superficial deja pálidas las cifras oficiales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
