possibly_sensitive,source,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,conversation_id,created_at,text,geo/place_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,reply_settings,lang,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,id,attachments/media_keys/0,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,referenced_tweets/0/type,referenced_tweets/0/id,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,context_annotations/1/entity/description,context_annotations/2/entity/description,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,attachments/media_keys/1,attachments/media_keys/2,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1375035898316853248,2021-03-25T10:44:39+00:00,"El chavismo y sus esbirros han negado que existe crisis humanitaria compleja en nuestros hospitales, hambruna y crisis económica.

Hoy niegan el acceso a vacunas por el mecanismo COVAX condenando a miles de venezolanos a la muerte por COVID-19.

#DejenEntrarLasvacunas",008eb02a542ac3d4,10,1,14,False,79022069,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1375035898316853248,,,,,,,,,,,,,,,,,,246,268,DejenEntrarLasvacunas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,155,168,0.7211,Place,cuidad Guayana,,,,,,,,,,,1373101890209206272,2021-03-20T03:33:04+00:00,@la_iguanatv @drodriven2 Mi amada hija por 2da vez le da covid-19 pero esta vez es más fuerte q la primera vez ya estoy buscando una bombona de oxígeno en cuidad Guayana lo hospitale colapsado la cifras de infectado y  fallecido no es la cifra real siento una gran angustia  y un terror q la hospitalince,01a74227630d48a8,0,0,0,False,278515013,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1373115348493406210,,,,,,,,,,,,replied_to,1373101890209206272,0,12,la_iguanatv,587060118,,,,,,,,,,,,13,24,drodriven2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,279,302,https://t.co/ALiD268lhW,https://twitter.com/VPA_ROSCIO/status/1373036931165126661/photo/1,pic.twitter.com/ALiD268lhW,71,76,0.9772,Person,Maduro,220,228,0.9775,Place,Venezuela,,,,,,1373036931165126661,2021-03-19T22:21:28+00:00,No hay espacio para improvisaciones ni para los errores del régimen de Maduro: convertir la vacuna en instrumento de control social significaría la muerte de miles de venezolanos a causa de complicaciones por covid-19. ¡Venezuela no puede esperar más! #VacunasParaLosVenezolanos https://t.co/ALiD268lhW,00cfdfc429c27ec3,0,0,0,False,1094707373833416706,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,1373036931165126661,31373036927562219520,,,,,,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,,,,252,278,VacunasParaLosVenezolanos,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,118,141,https://t.co/OlOgXi8rlj,https://www.infobae.com/america/venezuela/2021/03/15/el-grito-de-angustia-de-militares-venezolanos-temerosos-del-covid-ante-el-precario-sistema-medico-el-destino-es-la-muerte/,infobae.com/america/venezu…,98,115,0.7271,Person,Sebastiana Barráez,,,,,,,,,,,1372397710133891073,2021-03-18T04:01:26+00:00,Temerosos del Covid-19 los militares venezolanos ante el precario sistema de salud nacional. Por: Sebastiana Barráez. https://t.co/OlOgXi8rlj,012b6b2c110f0c21,0,0,0,False,111493856,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1372397710133891073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/news_img/1371416586959998976/J-r7czS5?format=jpg&name=orig,1024,512,https://pbs.twimg.com/news_img/1371416586959998976/J-r7czS5?format=jpg&name=150x150,150,150,200,El grito de angustia de militares venezolanos temerosos del Covid ante el precario sistema médico: “El destino es la muerte”,La asociación civil de uniformados retirados expresó su alarma “ante la grave situación” que afecta la seguridad social de los miembros de la Fuerza Armada Nacional,https://www.infobae.com/america/venezuela/2021/03/15/el-grito-de-angustia-de-militares-venezolanos-temerosos-del-covid-ante-el-precario-sistema-medico-el-destino-es-la-muerte/,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1371502394719227909,2021-03-15T16:43:46+00:00,"Y tú chavista madurista, uña en el rabo, rodilla en tierra, patria o muerte, viviremos y venceremos, corazón del pueblo, no importa que andemos desnudo, no importa si no tenemos con que comer.
¿Ya te pusieron la vacuna contra el Covid-19, o te siguen vacilando con puro esloganes?",00ec4c32070f5076,2,2,3,False,139699284,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1371502394719227909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,149,172,https://t.co/zMxITU4Sfj,https://twitter.com/higadosanoVE/status/1370928554838523905,twitter.com/higadosanoVE/s…,,,,,,,,,,,,,,,,1371319985495236608,2021-03-15T04:38:57+00:00,"Si usted no está infectado de COVID-19, entonces coma grasas y frituras todos los días, tampoco tome agua, en tal caso, tome algún tipo de gasoeosa. https://t.co/zMxITU4Sfj",015e5397777769a2,0,2,0,False,67478716,everyone,es,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",825047692124442624,Food,Food,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",834828264786898945,Drinks,1371319985495236608,,,,,,,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",834828445238431744,Generic Drinks,quoted,1370928554838523905,,,,,,,,Drinks,Generic Drinks,,,,,,,,,,,,,,,,,,,,,,,,,,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks",850146068683571201,Water,Water,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for iPhone,,,,,,182,184,0.6783,Organization,UCV,,,,,,,,,,,1371270096988073985,2021-03-15T01:20:42+00:00,"El país que nos toca vivir:

-Resguardarnos del COVID-19 
-Crisis económica 
-Violación de nuestros DDHH
-Y aún así, mantenernos firmes para defender nuestro terreno. En mi caso, la UCV.

Entre la sobrevivencia y la muerte nos encontramos los venezolanos.",01c93e351e3122fb,4,0,13,False,342954700,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1371270096988073985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,210,233,https://t.co/9ONvsmmepd,https://twitter.com/esteninf/status/1371226155022491656,twitter.com/esteninf/statu…,,,,,,,,,,,,,,,,1371246945369481222,2021-03-14T23:48:42+00:00,"NO....  a :Reuniones sociales, conversadera en la puerta de la casa, canas al aire.....
CUÍDESE.. del Covid 19 y de un sistema de salud deficiente... en lo personal ya he conocido la muerte de dos conocidos... https://t.co/9ONvsmmepd",016eb87b25e8a354,0,0,0,False,118159860,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1371246945369481222,,,,,,,,,,,,quoted,1371226155022491656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,85,108,https://t.co/d8S5DboyMM,https://www.facebook.com/fansheraldo/videos/472362847453241/,facebook.com/fansheraldo/vi…,28,35,0.2153,Other,Covid 19,,,,,,,,,,,1369282151116640263,2021-03-09T13:41:19+00:00,"Aquí hablaremos un poco del Covid 19 que a causado mucha muerte en todos los países 
https://t.co/d8S5DboyMM
@duquepeluzzo 
@unellez 
@PrensaUnellez @DUnellez @quedateencasa @M01
@London36802656 @Helianis4 @GamezJaiby @ortizvioleet
@unellezpotencia
@unellezoficial @KatianaChiappe",009e6b0e445977d6,1,0,1,False,1369086426118242307,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1369282151116640263,,,,,,,,,,,,,,109,122,duquepeluzzo,,,,,,,,,,,,,124,132,unellez,134,148,PrensaUnellez,149,158,DUnellez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,173,quedateencasa,174,178,m01,179,194,London36802656,195,205,Helianis4,206,217,GamezJaiby,218,231,OrtizVioleet,249,264,unellezoficial,,,,,
False,Twitter for Android,275,298,https://t.co/BY6PEw2CKq,https://twitter.com/ElNacionalWeb/status/1362854522108928002,twitter.com/ElNacionalWeb/…,,,,,,,,,,,,,,,,1362880042263605248,2021-02-19T21:41:37+00:00,"¡Españoles ridículos e irresponsables!. ¿Por qué no se ocupan de la miseria y la muerte en la que han dejado caer a su población, por el mal manejo del Covid-19; y de la estafa que ha significado para ese pueblo, la monarquía corrupta e inmoral que alcahuetean?. ¡Ridículos! https://t.co/BY6PEw2CKq",008eb02a542ac3d4,0,0,0,False,315337794,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1362880042263605248,,,,,,,,,,,,quoted,1362854522108928002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,23,26,0.974,Place,Vzla,191,193,0.7999,Organization,ONU,,,,,,1359451921589940229,2021-02-10T10:39:30+00:00,"Me cuesta creer que en Vzla sólo hasta ahora se hayan infectado de covid-19 130.000 personas en casi un año, muy pocos para todo lo que el gob ha dicho que han recibido en insumos médicos fe ONU, OPS, y otros países",00ec4c32070f5076,1,0,0,False,40647108,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,45,Brand Vertical,Top level entities that describe a Brands industry,781974596157251587,Government/Education,1359451921589940229,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974597226729473,Non-profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Brand,Brands and Companies,10044311823,United Nations,Global conversation about the United Nations and all related efforts.,88,Political Body,"A section of a government, like The Supreme Court",10044311823,United Nations,Global conversation about the United Nations and all related efforts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,279,302,https://t.co/G98J4ig77Z,https://twitter.com/crstrujillo/status/1359124116855480323/photo/1,pic.twitter.com/G98J4ig77Z,,,,,,,,,,,,,,,,1359124116855480323,2021-02-09T12:56:55+00:00,"#09Feb2021 @crstrujillo ""La prevención es la llave de tu seguridad"" El riesgo de muerte por COVID-19 en los jóvenes hasta de 30 años, se considera muy bajo, pero el hecho no quiere decir que están libres de caer en estado grave. ¡A cuidarse! @NicolasMaduro @mirelct @WilliamPPT1 https://t.co/G98J4ig77Z",015c005b4efdc7ee,19,0,11,False,1517483576,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,1359124116855480323,31359124113911148546,,,,,,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,11,23,crstrujillo,,0,10,09Feb2021,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,242,256,NicolasMaduro,257,265,mirelct,266,278,WilliamPPT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1358589104045371394,2021-02-08T01:51:47+00:00,"@PapiPapelon Imagínate si tú cómo médico sabes que no lo hay, imagínate yo que no tengo relación con nada de eso, la cantidad de cuentos que he escuchado de gente que ha muerto de covid-19 que registran su muerte por otra cosa para evitarse complicaciones",00ec4c32070f5076,0,1,0,False,65999330,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1358594341422436363,,,,,,,,,,,,replied_to,1358589104045371394,0,12,PapiPapelon,729167968307949568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,96,100,0.3906,Person,Covid,,,,,,,,,,,1358058215339134976,2021-02-06T22:51:10+00:00,"@TemplarioResis Cuántas personas relacinadas con la cultura han fallecido, unas por enfermedad, Covid-19, muerte natural o, porque las circunstancias que vivimos desde hace 22 años han precipitado su desenlace. Uno siente que fueran personas de otro país, sino fuera por la admiración  a ellos.",00ec4c32070f5076,0,0,0,False,1084893325574975494,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1358186499834060801,,,,,,,,,,,,replied_to,1358058215339134976,0,15,TemplarioResis,1021408063226621952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,271,294,https://t.co/ckgNluYBVC,https://twitter.com/ven911portugue2/status/1356328503197769731/photo/1,pic.twitter.com/ckgNluYBVC,,,,,,,,,,,,,,,,1356328426978877440,2021-02-01T19:48:09+00:00,"protejan de contraer el Covid-19
•Limite la interacción con personas que podrían haber estado expuestas al virus o que podrían haberse infectado con el Covid-19, incluidos los integrantes de su hogar, tanto como sea posible.
•Use mascarilla especialmente cuando no pueda https://t.co/ckgNluYBVC",0050158729aa2535,0,1,0,False,1194616194738933762,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1356328503197769731,31356328454850015233,,,,,,,,,,,replied_to,1356328426978877440,,,,1194616194738933762,,,,,,,,,,,,,,,,,,,,,271,294,https://t.co/ckgNluYBVC,https://twitter.com/ven911portugue2/status/1356328503197769731/photo/1,pic.twitter.com/ckgNluYBVC,271,294,https://t.co/ckgNluYBVC,https://twitter.com/ven911portugue2/status/1356328503197769731/photo/1,pic.twitter.com/ckgNluYBVC,,,,,,,,,,,,,31356328474034761735,31356328500307890178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,Twitter for Android,57,80,https://t.co/W5QxxNY7rk,https://mundo.sputniknews.com/america-latina/202101271094244640-muertes-por-covid-19-ya-son-segunda-causa-de-muerte-en-mexico/,mundo.sputniknews.com/america-latina…,48,53,0.9947,Place,México,,,,,,,,,,,1354507846549983245,2021-01-27T19:13:30+00:00,El COVID-19 ya es la segunda causa de muerte en México:  https://t.co/W5QxxNY7rk #VenezuelaSolidariaYHumanista @VencedorMRT 🇻🇪,00677a6154ac3141,1,0,0,False,138189664,everyone,es,119,Holiday,Holidays like Christmas or Halloween,1286645331686350848,Dia de la Independencia (Grito de Dolores) ,This entity includes conversations about Dia de la Independencia (Grito de Dolores) for all years.,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,1354507846549983245,,,,,,,,,,,,,,111,123,VencedorMRT,,81,110,VenezuelaSolidariaYHumanista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,0,8,0.8936,Place,VENEZUELA,158,167,0.9447,Place,Inglaterra,220,228,0.9872,Place,Venezuela,1353657824031727616,2021-01-25T10:55:49+00:00,"VENEZUELA  AL  BORDE  DEL HOLOCAUSTO...!!
Por la Temeridad de un Criminal, Pervertido y LADRÓN como @jguaido,se exponen a la muerte 28 millones de  personas, Inglaterra se niega devolver 2mil millones de $, propiedad de Venezuela, q se usarían para comprar la Vacuna Covid-19",0198c6f108778b40,1,0,1,False,1176211439318708226,everyone,es,10,Person,Named people in the world like Nelson Mandela,1085232510924029952,Juan Guaido,Juan Guaido,35,Politician,"Politicians in the world, like Joe Biden",1085232510924029952,Juan Guaido,1353657824031727616,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,100,108,jguaido,,,,,Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,28,48,0.8387,Person,Henriquez Capriles R.,168,173,0.3204,Organization,Vacuna,,,,,,1351665498543575040,2021-01-20T01:12:03+00:00,"@DiarioTalCual Muy asertado Henriquez Capriles R., en su apreciación política, pero ahora ante la ""Peste"" que azota y causa muerte a este ""PUEBLO"" la adquisición de la Vacuna (Covid 19) es URGENTE y prioritaria ante cualquier Tema político, Usted  como Líder aporte esfuerzos a esta prioridad.",01a74227630d48a8,0,0,0,False,817463426939310087,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1351698976056238082,,,,,,,,,,,,replied_to,1351665498543575040,0,14,DiarioTalCual,147589125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,187,190,0.9115,Place,Vzla,,,,,,,,,,,1351683871771947009,2021-01-20T00:53:32+00:00,"@DiarioTalCual Otra muerte más de estos Heroes de la Salud q dan ""su vida para salvar otras"" ¡Dios lo tenga en su Gloria! @DiarioTalCual u otros Diarios en solidaridad con el ""PUEBLO"" de Vzla, ante esta ""Peste"" q  lo esta matando, en su línea Editorial pedir ""URGENTE compra Vacuna (Covid 19)""",01a74227630d48a8,0,0,0,False,817463426939310087,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1351694315739877379,,,,,,,,,,,,replied_to,1351683871771947009,0,14,DiarioTalCual,147589125,,,,,,,,,,,,122,136,DiarioTalCual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,267,290,https://t.co/mKKxHC7Kd2,https://twitter.com/TIGERJOHN/status/1351672461717340161/photo/1,pic.twitter.com/mKKxHC7Kd2,57,71,0.8038,Person,Dr. Henry Salas,75,92,0.3942,Person,Urologo del IAHULA,150,168,0.3021,Place,Dr. Pedro Fernández,1351672461717340161,2021-01-19T23:26:42+00:00,"Cumplimos con el penoso deber de notificar la muerte del Dr. Henry Salas , Urologo del IAHULA. Falleció por complicaciones de la COVID-19  Informó el Dr. Pedro Fernández, de Médicos Unidos Venezuela Capitulo Mérida... Síguelo en Instagram 👉🏻👉🏻👉🏻👉🏻 @pedrojfernandezry https://t.co/mKKxHC7Kd2",01be351754bcbe13,1,0,2,False,143599220,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,1351672461717340161,31351672454293442563,174,213,0.1941,Place,Médicos Unidos Venezuela Capitulo Mérida,47,Brand,Brands and Companies,10041893684,Instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,237,0.7585,Product,Instagram
False,Twitter for Android,98,121,https://t.co/QyrwwRBR5g,https://twitter.com/SebastianaSin/status/1349040778090315779,twitter.com/SebastianaSin/…,,,,,,,,,,,,,,,,1349088194290212864,2021-01-12T20:17:45+00:00,Que triste que suceda muerte por esa enfermedad del covid-19 como mueren médicos😭Dios cuídalos 🙏🏻 https://t.co/QyrwwRBR5g,010416b434768b1c,0,0,0,False,3245707403,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1349088194290212864,,,,,,,,,,,,quoted,1349040778090315779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,Twitter for Android,79,102,https://t.co/BAzuAGX9bO,https://ultimasnoticias.com.ve/noticias/general/el-covid-19-fue-la-primera-causa-de-muerte-en-chile-en-2020/,ultimasnoticias.com.ve/noticias/gener…,46,50,0.9794,Place,Chile,,,,,,,,,,,1348375920067956739,2021-01-10T21:07:25+00:00,El covid-19 fue la primera causa de muerte en Chile en 2020 | Últimas Noticias https://t.co/BAzuAGX9bO #CombateAlCOVID19 @VencedorMRT 🇻🇪,00677a6154ac3141,8,0,0,False,138189664,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1348375920067956739,,,,,,,,,,,,,,121,133,VencedorMRT,,103,120,CombateAlCOVID19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/news_img/1348353576431706114/aQNQtxtt?format=jpg&name=orig,768,573,https://pbs.twimg.com/news_img/1348353576431706114/aQNQtxtt?format=jpg&name=150x150,150,150,200,El covid-19 fue la primera causa de muerte en Chile en 2020,Los decesos a causa del coronavirus desde inicio de la pandemia fueron de 22 mil …,https://ultimasnoticias.com.ve/noticias/general/el-covid-19-fue-la-primera-causa-de-muerte-en-chile-en-2020/,,,,,,,,,,,,,,,,,,,,,,,,,,
True,Twitter for Android,96,119,https://t.co/pSHRj9BxPK,https://actualidad.rt.com/actualidad/379026-gobierno-chile-confirmar-covid-19-causa-muerte-2020,actualidad.rt.com/actualidad/379…,3,19,0.8435,Organization,Gobierno de Chile,,,,,,,,,,,1346215030023483400,2021-01-04T22:00:49+00:00,El Gobierno de Chile confirma que el covid-19 fue la primera causa de muerte en el país en 2020 https://t.co/pSHRj9BxPK #CuídateDelCovid19 @VencedorMRT 🇻🇪,00677a6154ac3141,2,0,0,True,138189664,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1346215030023483400,,,,,,,,,,,,,,139,151,VencedorMRT,,120,138,CuídateDelCovid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/news_img/1346208679293452288/kwoEP0ji?format=jpg&name=orig,1104,622,https://pbs.twimg.com/news_img/1346208679293452288/kwoEP0ji?format=jpg&name=150x150,150,150,200,El Gobierno de Chile confirma que el covid-19 fue la primera causa de muerte en el país en 2020,"Así lo señaló el ministro de Salud, Enrique París, ante una consulta de la prensa. Los fallecidos suman 16.767 fallecidos por la enfermedad del coronavirus hasta el momento.",https://actualidad.rt.com/actualidad/379026-gobierno-chile-confirmar-covid-19-causa-muerte-2020,,,,,,,,,,,,,,,,,,,,,,,,,,
