id,author_id,geo/place_id,lang,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,source,conversation_id,possibly_sensitive,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,reply_settings,text,created_at,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,attachments/media_keys/0,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,in_reply_to_user_id,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,attachments/media_keys/1,attachments/media_keys/2,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/urls/0/status,entities/urls/0/unwound_url,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,referenced_tweets/0/type,referenced_tweets/0/id,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag
1371855359510478853,130672677,00ec4c32070f5076,es,155,178,https://t.co/m9clSebp5U,https://twitter.com/milmanrique/status/1371855359510478853/photo/1,pic.twitter.com/m9clSebp5U,0,7,16marz,Twitter for iPhone,1371855359510478853,False,226,6,23,1,everyone,"#16marz #ServicioPublico 

🆘 Con carácter de URGENCIA buscamos este medicamento para paciente con #covid_19 en Caracas 

➡️ TOCILIZUMAB 200mg 

#Venezuela https://t.co/m9clSebp5U",2021-03-16T16:06:20+00:00,112,118,0.9925,Place,Caracas,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,8,24,ServicioPublico,98,107,covid_19,31371855356092149766,,,,,,,,,,,,,,144,154,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371236110253326347,111312959,01d677e97eae46b3,es,267,290,https://t.co/7bgOARvS2S,https://twitter.com/FagroLUZ/status/1371236110253326347/photo/1,pic.twitter.com/7bgOARvS2S,0,16,ServicioPublico,Twitter for Android,1371236110253326347,False,30,0,18,0,everyone,"#ServicioPublico Recurrimos a tu apoyo y generosidad para ayudar a nuestro compañero Werner Gutiérrez Ferrer, exdecano de FagroLUZ, y su esposa Mirvana Boves, egresada de esta facultad,quienes en estos momentos padecen Covid-19. Dios les compense. (Inf en el flyer). https://t.co/7bgOARvS2S",2021-03-14T23:05:39+00:00,85,107,0.9604,Person,Werner Gutiérrez Ferrer,122,129,0.4323,Person,FagroLUZ,144,156,0.5873,Person,Mirvana Boves,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,31371236106910453762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358000799419367424,67153643,00dd051c4ae032b0,es,224,247,https://t.co/zQDW6OOEOH,https://twitter.com/LidkRodelo/status/1358000799419367424/photo/1,pic.twitter.com/zQDW6OOEOH,0,16,ServicioPúblico,Twitter for Android,1358000799419367424,False,21,0,8,0,everyone,"#ServicioPúblico Para la abuela del dirigente estudiantil @LuisPalaciosHe presidente de la FCU-UCV, hospitalizada por COVID-19, se requiere con urgencia:

√ Enoxapirina 60mg
√ Metilprednisolona 200mg

Contacto: 0414-9122533 https://t.co/zQDW6OOEOH",2021-02-06T10:33:15+00:00,91,97,0.4852,Organization,FCU-UCV,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,31358000797053763584,,,,58,73,LuisPalaciosHe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356010119197294594,182972567,01cb69a764a68d10,es,,,,,,0,16,ServicioPúblico,Twitter for Android,1356010119197294594,False,8,1,4,0,everyone,"#ServicioPúblico: Se necesita para paciente con Covid 19 el medicamento Clexane o Enoxparina en ampolla 40 mg y pañales desechables. El paciente es un  adulto mayor funcionario de la @meridaalcaldia  Regidor de un Mercado Municipal. Telf contacto +58 414-7006978. 
#Mérida",2021-01-31T22:43:00+00:00,48,52,0.2411,Organization,Covid,214,230,0.4963,Place,Mercado Municipal,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,265,272,Mérida,,,,,,,,183,198,meridaalcaldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354536911629594627,182972567,0058b0cb7e695890,es,,,,,,0,16,ServicioPúblico,Twitter for Android,1354536911629594627,False,15,1,5,0,everyone,"#ServicioPúblico Paciente recluida en el IHULA por #Covid_19 con complicaciones renales se requiere. 
🔹Catéter Bilumen 16cm 
12fr x 20cm 
14fr x 20 cm 
🔹Enoxaparina sódica de 40 MG
🔹monteluskat
🔹aspirina
🔹vitamina C
Cualquier información al 04141797005 
#Mérida",2021-01-27T21:09:00+00:00,41,45,0.3326,Place,IHULA,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,51,60,Covid_19,254,261,Mérida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347986632415338496,113471800,01a73d6169f504ac,und,52,75,https://t.co/yDqIfFsUR1,https://twitter.com/bleimamr/status/1347986632415338496/photo/1,pic.twitter.com/yDqIfFsUR1,0,16,ServicioPúblico,Twitter for Android,1347986632415338496,False,0,0,1,0,everyone,"#ServicioPúblico 
#Covid_19 
#Solidaridad 
#Tachira https://t.co/yDqIfFsUR1",2021-01-09T19:20:32+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,18,27,Covid_19,29,41,Solidaridad,31347986625972887554,,,,,,,,,,,,,,43,51,Tachira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345168985390800896,146741538,01cb69a764a68d10,es,227,250,https://t.co/YPMJ2rV6QG,https://www.gofundme.com/f/ayudemos-a-lalito-a-vencer-el-covid-19?utm_source=whatsapp-visit&utm_medium=chat&utm_campaign=p_cp+share-sheet,gofundme.com/f/ayudemos-a-l…,0,6,01Ene,Twitter for Android,1345168985390800896,False,21,0,3,0,everyone,"#01Ene #ServicioPublico 
Ayudemos a Lalito a vencer el COVID 19
El es el Dr. Edgar Rangel “Lalo”, tío de mis queridos amigos Maria y Libio. A continuación la hija de Lalo nos detalla la situación:
Mi papá, el Dr.…
Lee más aquí https://t.co/YPMJ2rV6QG",2021-01-02T00:44:12+00:00,73,88,0.9007,Person,Dr. Edgar Rangel,125,129,0.9193,Person,Maria,133,137,0.3472,Place,Libio,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,7,23,ServicioPublico,,,,,,,,,,,,,,,,,,,,,166,169,0.6769,Person,Lalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342962441920122881,632322871,01a73d6169f504ac,es,271,294,https://t.co/jBtpcTwYxl,https://twitter.com/TachiraNews/status/1342962441920122881/photo/1,pic.twitter.com/jBtpcTwYxl,0,16,ServicioPúblico,Twitter for Android,1342962441920122881,False,5,0,0,0,everyone,"#ServicioPúblico Estimados amigos: Cheo Peñaloza nos necesita!!, Educador y dirigente de Copei Táchira,  solicita nuestra ayuda para superar la COVID-19. Requiere 20 dosis de Ceftriaxona de 1gr y recursos para sufragar los gastos médicos de su tratamiento.

#TáchiraNews https://t.co/jBtpcTwYxl",2020-12-26T22:36:11+00:00,35,47,0.9569,Person,Cheo Peñaloza,89,101,0.659,Organization,Copei Táchira,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,258,270,TáchiraNews,,,,31342962406511751168,,,,,,,,,,,,,,,,,,,,,,271,294,https://t.co/jBtpcTwYxl,https://twitter.com/TachiraNews/status/1342962441920122881/photo/1,pic.twitter.com/jBtpcTwYxl,271,294,https://t.co/jBtpcTwYxl,https://twitter.com/TachiraNews/status/1342962441920122881/photo/1,pic.twitter.com/jBtpcTwYxl,31342962425520414726,31342962433648947202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340489205428961280,220312705,0058b0cb7e695890,es,,,,,,0,8,Urgente,Twitter for iPhone,1340489205428961280,False,2,2,0,1,everyone,"#Urgente Por favor si alguien sabe donde puedo conseguir el medicamento JAKAVI de 5mg en tabletas, para paciente con COVID-19 avíseme. #ServicioPublico",2020-12-20T02:48:26+00:00,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,135,151,ServicioPublico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337105214558580738,141844800,009e6b0e445977d6,es,283,306,https://t.co/keoKLpvZ1O,https://twitter.com/RicardoLoDice/status/1337105214558580738/photo/1,pic.twitter.com/keoKLpvZ1O,0,16,SERVICIOPÚBLICO,Twitter for iPhone,1337105214558580738,False,10,0,4,0,everyone,"#SERVICIOPÚBLICO Se necesita #URGENTE para familiar con COVID-19 en Barinas: N-acetilcisteina sobre o amp 600 mg. Cualquier info para compra o donación llamar 58 414 5681940 &amp; 58 424 5713523 (Abstenerse estafadores, no se enviará $ sin garantía entrega o establecimiento formal) https://t.co/keoKLpvZ1O",2020-12-10T18:41:40+00:00,56,60,0.4542,Organization,COVID,68,74,0.9732,Place,Barinas,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,29,37,URGENTE,,,,31337105209345126408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317859758733492225,68044616,0046bf5f60971c34,es,,,,,,0,16,ServicioPúblico,Twitter for Android,1317859758733492225,False,0,1,0,0,everyone,"#ServicioPúblico El periodista Freddy Criollo necesita con urgencia lo siguientes medicamentos para su tratamiento contra el Covid-19 
DOXICICLINA, ATORVASTATINA 
ZINC 
VITAMINAS C y D
FAMOTIDINA, 
CLEXANE, DEXSAMETASONA 
TOCILIZUMAB 
CONTACTO 04120786550",2020-10-18T16:07:05+00:00,31,44,0.978,Person,Freddy Criollo,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312820022583201800,123663915,012b6b2c110f0c21,es,216,239,https://t.co/fhgM2YmPPX,https://www.instagram.com/p/CF7nSdmFS8H/?igshid=oolpluqqsvmg,instagram.com/p/CF7nSdmFS8H/…,0,16,ServicioPúblico,Instagram,1312820022583201800,True,1,0,1,0,everyone,"#ServicioPúblico | El periodista Juan José Peralta, hospitalizado por COVID_19 requiere con urgencia los medicamentos Favipiravir tab. 200 mg y Remdesivir de 100mg.  Agradecemos tu a apoyo. 

📌 Contacto en la imagen https://t.co/fhgM2YmPPX",2020-10-04T18:20:59+00:00,33,49,0.9849,Person,Juan José Peralta,144,162,0.3406,Product,Remdesivir de 100mg,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,Point,-69.30913515,10.06842373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312540696407089153,256763964,015e5397777769a2,es,184,207,https://t.co/WPgYypb6pN,https://www.instagram.com/p/CF5oQz8BuwL/?igshid=zpb76mfzq56v,instagram.com/p/CF5oQz8BuwL/…,0,16,ServicioPúblico,Instagram,1312540696407089153,False,4,0,1,0,everyone,"#ServicioPúblico  El Dr. julio Lacruz internado por #Covid_19 en el #Iahula amerita Remdesivir y N- acetilcisteina

Contacto 0424-7667562 #AyúdanosAAyudar #Mérida en Mérida, Venezuela https://t.co/WPgYypb6pN",2020-10-03T23:51:02+00:00,166,171,0.9834,Place,Mérida,174,182,0.8619,Place,Venezuela,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,52,61,Covid_19,68,75,Iahula,,Point,-71.1715,8.5834,,,,,,,,,,,138,154,AyúdanosAAyudar,,,,,,,,,,,,,,,,,,155,162,Mérida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311803509000593409,116193723,0100789d0c41147f,es,257,280,https://t.co/JTYrpYe9ib,https://www.gofundme.com/f/struggling-with-covid19-in-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/struggling-w…,0,16,ServicioPublico,Twitter for Android,1311803509000593409,False,5,0,0,0,everyone,"#ServicioPublico En momentos tan algidos donde nos llega una Pandemia Invisible y Letal para muchos que se suma a las q ya nos han deteriorado nuestro nivel de vida llevandonos a una crisis humanitaria sin precedentes 
Struggling with COVID-19 in Venezuela https://t.co/JTYrpYe9ib",2020-10-01T23:01:43+00:00,61,78,0.4557,Other,Pandemia Invisible,247,255,0.9551,Place,Venezuela,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,https://www.gofundme.com/f/struggling-with-covid19-in-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311380447453208578,116876568,015d19216c749864,es,,,,,,0,16,ServicioPúblico,Twitter for Android,1311380447453208578,False,268,0,41,0,everyone,"#ServicioPúblico Familiares de Aura de Castillo, de 69 años, con neumonía por Covid-19, solicitan apoyo con medicamentos: Ceftriaxone ampollas 1mg, Dexametasona 8mg endovenoso, Deflazacort oral, 30 mg.Clexane 60mg, subcutáneo.Remdesivir, 200mg endovenoso. Contacto: 04149218374",2020-09-30T19:00:37+00:00,31,46,0.4792,Person,Aura de Castillo,78,82,0.3317,Place,Covid,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309881221233750016,933175792699363328,0152c0f36270f8b1,es,,,,,,0,16,ServicioPublico,Twitter for iPhone,1309881221233750016,False,20,0,5,0,everyone,"#ServicioPublico | Se requiere con carácter de urgencia para paciente con Covid-19 en Calabozo, estado Guárico:
-solución 0,45.

Para mayor información contactar al: 04142968909",2020-09-26T15:43:14+00:00,74,78,0.3493,Organization,Covid,86,93,0.9311,Place,Calabozo,103,109,0.7902,Place,Guárico,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
