possibly_sensitive,id,reply_settings,source,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,created_at,lang,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,author_id,text,geo/place_id,referenced_tweets/0/type,referenced_tweets/0/id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,context_annotations/0/entity/description,context_annotations/1/entity/description,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,attachments/media_keys/0,attachments/media_keys/1,attachments/media_keys/2,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/mentions/17/start,entities/mentions/17/end,entities/mentions/17/username,entities/mentions/18/start,entities/mentions/18/end,entities/mentions/18/username,entities/mentions/19/start,entities/mentions/19/end,entities/mentions/19/username,entities/mentions/20/start,entities/mentions/20/end,entities/mentions/20/username,entities/mentions/21/start,entities/mentions/21/end,entities/mentions/21/username,entities/mentions/22/start,entities/mentions/22/end,entities/mentions/22/username,entities/mentions/23/start,entities/mentions/23/end,entities/mentions/23/username,entities/mentions/24/start,entities/mentions/24/end,entities/mentions/24/username,entities/mentions/25/start,entities/mentions/25/end,entities/mentions/25/username,entities/mentions/26/start,entities/mentions/26/end,entities/mentions/26/username,entities/mentions/27/start,entities/mentions/27/end,entities/mentions/27/username,entities/mentions/28/start,entities/mentions/28/end,entities/mentions/28/username,entities/mentions/29/start,entities/mentions/29/end,entities/mentions/29/username,entities/mentions/30/start,entities/mentions/30/end,entities/mentions/30/username,entities/mentions/31/start,entities/mentions/31/end,entities/mentions/31/username,entities/mentions/32/start,entities/mentions/32/end,entities/mentions/32/username,entities/mentions/33/start,entities/mentions/33/end,entities/mentions/33/username,entities/mentions/34/start,entities/mentions/34/end,entities/mentions/34/username,entities/mentions/35/start,entities/mentions/35/end,entities/mentions/35/username,entities/mentions/36/start,entities/mentions/36/end,entities/mentions/36/username,entities/mentions/37/start,entities/mentions/37/end,entities/mentions/37/username,entities/mentions/38/start,entities/mentions/38/end,entities/mentions/38/username,entities/mentions/39/start,entities/mentions/39/end,entities/mentions/39/username,entities/mentions/40/start,entities/mentions/40/end,entities/mentions/40/username,entities/mentions/41/start,entities/mentions/41/end,entities/mentions/41/username,entities/mentions/42/start,entities/mentions/42/end,entities/mentions/42/username,entities/mentions/43/start,entities/mentions/43/end,entities/mentions/43/username,entities/mentions/44/start,entities/mentions/44/end,entities/mentions/44/username,entities/mentions/45/start,entities/mentions/45/end,entities/mentions/45/username,referenced_tweets/1/type,referenced_tweets/1/id,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,entities/annotations/6/start,entities/annotations/6/end,entities/annotations/6/probability,entities/annotations/6/type,entities/annotations/6/normalized_text,entities/urls/0/status,entities/urls/0/title,entities/urls/0/unwound_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/3,context_annotations/4/entity/description,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description
False,1250871362119503879,everyone,Twitter for Android,36,39,0.9815,Place,Cuba,,,,,,2020-04-16T19:39:07+00:00,es,0,0,0,0,1250871362119503879,349164361,"Los Mexicanos que fueron de viaje a Cuba apoyar el régimen dictador y asesino Raúl Castro, debería quedarse en Cuba y pedir la nacionalidad, pues todo el que ya techo turismo en esa isla ha dado oxígeno al gobierno asesino. No deben decir q están varados sino veraneando",00ec4c32070f5076,,,10,Person,Named people in the world like Nelson Mandela,894626724498989060,Raúl Castro,35,Politician,"Politicians in the world, like Joe Biden",894626724498989060,Raúl Castro,,,,78,88,0.9972,Person,Raúl Castro,111,114,0.9899,Place,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,President of the Council of State of Cuba Raúl Castro,President of the Council of State of Cuba Raúl Castro,,,,,,,,,,,,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",839159814991167489,Travel,Travel,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",857603051657482241,Destinations,Destinations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250653053604282369,everyone,Twitter for Android,94,102,0.5317,Person,Echenique,,,,,,2020-04-16T05:11:38+00:00,es,0,0,1,0,1250373828590669824,1215452591292866560,@KarlSeta5 @pnique Lastima que no haya nadie que corte el suministro de oxigeno a ese HdeP de Echenique!!!!,012af435641420c7,replied_to,1250373828590669824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,KarlSeta5,1208709696175181824,,,11,18,pnique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250608303635337221,everyone,Twitter for Android,,,,,,153,176,https://t.co/XkLg55oFys,https://twitter.com/sjmmvenezuela/status/1250608303635337221/photo/1,pic.twitter.com/XkLg55oFys,2020-04-16T02:13:49+00:00,es,5,1,8,0,1250597246950952962,1049308469852033025,"@jovamix1581 @BenavidesAldana El oxigeno, que ha muchos les ha faltado en estos momentos de la pandemia ¡ con dinero o sin dinero igual no discrimina  ¡ https://t.co/XkLg55oFys",01c93e351e3122fb,replied_to,1250607105582804994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,jovamix1581,2587042442,,,13,29,BenavidesAldana,,,,,,,,,,,31250608290335260672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250546470857707521,everyone,Twitter for Android,,,,,,,,,,,2020-04-15T22:08:07+00:00,es,0,0,1,0,1250406382387503106,48761103,"@frrodriguezc @abiudhdz Pero el que ha sido ""picado de culebra"", le tiene miedo a un bejuco! Sus propuestas, para mi, tienden a darle oxígeno a la narco mafia!",01c93e351e3122fb,replied_to,1250431237283409922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,frrodriguezc,326213317,,,14,23,abiudhdz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250520154020237313,everyone,Twitter for Android,14,35,0.9249,Place,Hospital Simón Bolívar,279,302,https://t.co/GKubjtz3El,https://twitter.com/Callejontertuli/status/1250520154020237313/photo/1,pic.twitter.com/GKubjtz3El,2020-04-15T20:23:32+00:00,es,0,0,0,0,1250520118188290053,1248364973883039745,"Ubicado en el Hospital Simón Bolívar en la ciudad de #Bogotá #Colombia piso 8. Se necesita compra de bombonas de oxígeno por al menos un (1) año, anticoagulantes para tromboflevitis con riesgo a trombosis de llegar al cerebro.

#QuedateEnCasa #UnTertulianoMás #LosBuenosSomosMás https://t.co/GKubjtz3El",00ec4c32070f5076,replied_to,1250520118188290053,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,53,60,Bogotá,61,70,Colombia,228,242,QuedateEnCasa,243,259,UnTertulianoMás,260,278,LosBuenosSomosMás,,,,,,,,,,1248364973883039745,,,,,,,,,,,,,,,,31250520122915241987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250518497920155650,everyone,Twitter for Android,117,121,0.6827,Place,lagos,,,,,,2020-04-15T20:16:58+00:00,es,0,0,0,0,1250518497920155650,1164943056719831040,"Las sustancias presentes en los detergentes comunes estimulan el crecimiento de las algas, tanto en los ríos como en lagos y embalses, y acaban agotando el oxígeno del agua, provocando la muerte de peces y otros organismos acuáticos.",012af435641420c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250458192905228288,everyone,Twitter for Android,46,53,0.4461,Place,Kracatoa,,,,,,2020-04-15T16:17:20+00:00,es,0,0,1,0,1250420118296776709,1215452591292866560,"@cococurrencias @KarlSeta5 Hasta el volcan de Kracatoa los hubiese vomitado a todos!!!! Vergonzoso p'la humanidad el que estos psicópatas terroristas esten consumiendo oxígeno y que no haya quien le corte el suministro: Totalmente vergonzoso y denigrante!!!! RECOMPENSA POR
LIMPIAR CLOACAS DE AGUAS NEGRAS??",012af435641420c7,replied_to,1250420118296776709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,cococurrencias,793180847465783301,,,16,26,KarlSeta5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250424493509455879,everyone,Twitter for Android,,,,,,,,,,,2020-04-15T14:03:25+00:00,es,0,0,0,0,1249980154153238528,85917730,"@smgm05 @ChuoTorrealba @RCR750 Porque siempre ese estupido temor de lo que tu hagas o digas le va a dar respiro u oxigeno a otro, por estar ilusamente creyendo que los demás están moribundos, es que sus cadáveres se burlan de nosotros",0198c6f108778b40,replied_to,1250141501776179207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,smgm05,62120099,,,8,22,ChuoTorrealba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,30,RCR750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250421503079804929,everyone,Twitter for Android,31,42,0.9964,Person,Henri Falcon,205,228,https://t.co/y3U3n2zu8g,https://twitter.com/frrodriguezc/status/1250406382387503106,twitter.com/frrodriguezc/s…,2020-04-15T13:51:32+00:00,es,0,0,0,0,1250421503079804929,1554439410,"¿Y tú no recuerdas que tu amo, Henri Falcon fue quien le dio oxígeno a Maduro? Si el no se presenta a ese falso proceso electoral ya todo estuviera resuelto. No vengas a montar culpas de otro sobre Guaido https://t.co/y3U3n2zu8g",011b0c535eef38ac,quoted,1250406382387503106,10,Person,Named people in the world like Nelson Mandela,997490925239595011,Henri Falcón,35,Politician,"Politicians in the world, like Joe Biden",997490925239595011,Henri Falcón,,,,71,76,0.9952,Person,Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henri Falcón,Henri Falcón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250353879868301312,everyone,Twitter for Android,,,,,,94,117,https://t.co/42i9gxlKVL,https://twitter.com/arteta_thalia/status/1249929605194153986,twitter.com/arteta_thalia/…,2020-04-15T09:22:50+00:00,es,0,0,0,0,1250353879868301312,3286600659,OXIGENO POR FAVOR JAJSJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJ https://t.co/42i9gxlKVL,001fcc4042abb958,quoted,1249929605194153986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250199689229729792,everyone,Twitter for Android,,,,,,,,,,,2020-04-14T23:10:08+00:00,es,260,1,36,0,1250199689229729792,54402746,"Mi abuela (96 a) con EPOC bastante avanzado, necesitamos un concentrador de oxigeno y una bombona (por las fallas eléctricas), también un colchón antiescaras.
Ella se recuperó hace un año de cirugía de fémur y ha dado la batalla pero esto es crónico @MamaLisVzla @alexagomez2000",008eb02a542ac3d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,262,MamaLisVzla,,,,263,278,alexagomez2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1250088451812327424,everyone,Twitter for Android,9,15,0.684,Person,Dr Lupa,277,300,https://t.co/JAlYJtwG44,https://twitter.com/profesorlupa2/status/1250059589954961410,twitter.com/profesorlupa2/…,2020-04-14T15:48:07+00:00,es,0,0,0,0,1250088451812327424,883584996,"Camarada Dr Lupa lo que acontece es que el virus o bacteria del VIH sida no es tan letal , como la lipo proteína dónde está envuelto el coronavirus . Igual que el desorden genético del crecimiento de las células para que se genere el cáncer . El covid19 no deja entrar oxigeno https://t.co/JAlYJtwG44",00ec4c32070f5076,quoted,1250059589954961410,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1249933346198687744,everyone,Twitter for iPhone,,,,,,,,,,,2020-04-14T05:31:47+00:00,es,5,1,9,0,1249933346198687744,71447341,"La disminución o falta de oxígeno (hipoxia) de algunos, “dizque”, intelectuales como @frrodriguezc es evidente al pedirle a @jguaido que él tiene la solución al problema de la gasolina, vía citgo. Se le olvida que aún están los prófugos en el poder. “Erase una vez…”",01be351754bcbe13,,,10,Person,Named people in the world like Nelson Mandela,1085232510924029952,Juan Guaido,35,Politician,"Politicians in the world, like Joe Biden",1085232510924029952,Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,98,frrodriguezc,,Juan Guaido,Juan Guaido,124,132,jguaido,,,,,,,,,,,,,,45,Brand Vertical,Top level entities that describe a Brands industry,781974597474263040,Energy,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596723412992,Gas/Oil,,47,Brand,Brands and Companies,10045298826,CITGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1249907590651355136,everyone,Twitter for iPad,,,,,,100,123,https://t.co/DHMUKtsVhI,https://twitter.com/yelitza_cohen/status/1249825875257892866,twitter.com/yelitza_cohen/…,2020-04-14T03:49:26+00:00,es,0,0,0,0,1249907590651355136,280267411,En la farmacia que está frente a Paga Poco en los plataneros hay Dexametasona. Compré hace dos días https://t.co/DHMUKtsVhI,01be351754bcbe13,quoted,1249825875257892866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1249861125862313986,everyone,Twitter for Android,,,,,,,,,,,2020-04-14T00:44:48+00:00,es,0,0,2,0,1249847471456620549,3310812005,"@OswaldoJLopez Excelente!! Pero ¡cuantos hjdpt se deben estar  frotando las manos! El Gob. No permitir q se  desvie ni una gota de lo q allí se procese. Ahora, q el virus le dio oxígeno al Gob... Tendrán la voluntad de evitar q la corrupción no robe y destruya todo nuevamente...",00ec4c32070f5076,replied_to,1249847471456620549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113356610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1249855304445177857,everyone,Twitter for iPhone,61,66,0.8315,Person,maduro,104,127,https://t.co/AvTCxICgYD,https://twitter.com/frrodriguezc/status/1249713189782200320,twitter.com/frrodriguezc/s…,2020-04-14T00:21:40+00:00,es,4,0,3,0,1249855304445177857,3432065320,El chavismo azul viendo a ver cómo hace para darle oxígeno a maduro ! Exijan LIBERTAD PARA VENEZUELA  ! https://t.co/AvTCxICgYD,01c93e351e3122fb,quoted,1249713189782200320,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,91,99,0.9784,Place,VENEZUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1249635418825543680,everyone,Twitter for Android,129,141,0.8272,Person,Henry Pittier,,,,,,2020-04-13T09:47:55+00:00,es,1,0,3,0,1249635418825543680,771379952541429761,Soñeeeee por un momento que era aire oxígeno nitrógeno y argón 🎶🎶🎶 no es nada de esa vainaaa es el humo de la quemadera de mi Henry Pittier 😷😷😖😖 @RMarcoTorres estas conectado no ahh sorry,0198c6f108778b40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,158,RMarcoTorres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1249596821476909058,everyone,Twitter for Android,20,26,0.4593,Place,Reuters,257,280,https://t.co/WitbDxs2y6,https://lta.reuters.com/articulo/eeuu-venezuela-gasolina-idLTAKBN21Q27O,lta.reuters.com/articulo/eeuu-…,2020-04-13T07:14:33+00:00,es,1,0,1,0,1249596821476909058,146203831,"En este artículo de Reuters funcionarios estadounidenses reconocen que buscan ""dejar sin oxígeno"" a Venezuela, boicoteando la compra de gasolina y los componentes necesarios para la refinación, para propiciar la salida de Maduro. Es decir, nos extorsionan:
https://t.co/WitbDxs2y6",019e6a103559d590,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,100,108,0.9888,Place,Venezuela,222,227,0.9771,Person,Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596157181956,Online Site,,47,Brand,Brands and Companies,10047963346,Reuters,Reuters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Homepage | Reuters,https://www.reuters.com/?edition-redirect=lta,,,,,,,,,,,,,
False,1249345802453094407,everyone,Instagram,0,3,0.5113,Other,Dios,213,236,https://t.co/DAAglMYRaC,https://www.instagram.com/p/B-4mjhRjmys/?igshid=1vpceq9362ie9,instagram.com/p/B-4mjhRjmys/…,2020-04-12T14:37:05+00:00,es,1,0,2,0,1249345802453094407,3781729649,"Dios hoy nos da un regalo más,
un dia más con oxígeno de vida y la promesa de que se puede renacer a una vida nueva o mejor después del vencimiento de todo aquello que es ilusorio.

¡Bendecido Domingo! Inicio de… https://t.co/DAAglMYRaC",008af77d1b1cf7a3,,,,,,,,,,,,,Point,-65.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
