possibly_sensitive,id,reply_settings,source,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,created_at,lang,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,author_id,text,geo/place_id,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,referenced_tweets/0/type,referenced_tweets/0/id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,attachments/media_keys/0,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/6/entity/description,context_annotations/7/domain/id,context_annotations/7/domain/name,context_annotations/7/domain/description,context_annotations/7/entity/id,context_annotations/7/entity/name,context_annotations/7/entity/description,attachments/media_keys/1,attachments/media_keys/2,attachments/media_keys/3,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,context_annotations/2/entity/description,context_annotations/3/entity/description,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/urls/0/status,entities/urls/0/unwound_url,context_annotations/0/entity/description,in_reply_to_user_id,context_annotations/4/entity/description,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,context_annotations/5/entity/description,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/title,entities/urls/0/description
False,1277886306920599553,everyone,Twitter for Android,,,,,,0,16,ServicioPublico,,,,,,,2020-06-30T08:46:52+00:00,und,0,0,0,0,1277886306920599553,162852292,#ServicioPublico https://t.co/fj4Y8CM7Bm,01be351754bcbe13,,,,,,,17,40,https://t.co/fj4Y8CM7Bm,https://twitter.com/amelipooh/status/1277886306920599553/photo/1,pic.twitter.com/fj4Y8CM7Bm,,,,,,,,,,,,,,,,,,,,,31277886296900472832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277874208140341248,everyone,Twitter for Android,,,,,,0,16,ServicioPublico,,,,,,,2020-06-30T07:58:47+00:00,und,1,0,0,0,1277874208140341248,143091266,#ServicioPublico https://t.co/aC334KNshc,00ec4c32070f5076,,,,,,,17,40,https://t.co/aC334KNshc,https://twitter.com/alexagomez2000/status/1277803040544821248,twitter.com/alexagomez2000…,quoted,1277803040544821248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277742212370087937,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-29T23:14:17+00:00,es,22,0,1,0,1277742212370087937,3083754887,"#ServicioPúblico Para la madre de la periodista @SammyPaola se solicita el siguiente medicamento: PACLITAXEL (175mg / M2) frasco de 300mg. Si alguien conoce alguna fundación que pueda ayudar o lugar donde lo vendan, favor comunicarse al 0414-9288110",00ec4c32070f5076,,,,,,,,,,,,,,,,,,,48,59,SammyPaola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277709543837966338,everyone,Twitter for Android,22,35,0.9703,Person,Carmen Sanchez,0,16,ServicioPúblico,,,,,,,2020-06-29T21:04:28+00:00,es,40,0,3,0,1277709543837966338,3083754887,"#ServicioPúblico Para Carmen Sanchez, 62 años,  paciente con EPOC fase II, se requiere las siguientes medicinas : Bromuro de Ipatropio, Spiriva, Budesonida, Salbutamol, Onbrize. Si pueden ayudar comunicarse a los  teléfonos 04263137870 / 0412-6989575 (tenemos el recipe)",00ec4c32070f5076,,,,,,,,,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",825047692124442624,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",831530561680191490,Cooking,Cooking/Baking,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks",846736745517350912,Recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recipies/Books,,,,,,,,,,,,,,,,,,,,,,,,,Food,,,,,,,,,,,,,,,,,,,,,
False,1277656875161604099,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-29T17:35:11+00:00,und,24,1,7,2,1277656875161604099,82971772,#ServicioPúblico https://t.co/epZCtpFWk0,012af435641420c7,,,,,,,17,40,https://t.co/epZCtpFWk0,https://twitter.com/el_carabobeno/status/1277656875161604099/photo/1,pic.twitter.com/epZCtpFWk0,,,,,,,,,,,,,,,,,,,,,31277656782664617997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277485303440302080,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-29T06:13:25+00:00,und,0,0,1,0,1277485303440302080,110590908,#ServicioPúblico https://t.co/KABxkSgRlr,01c93e351e3122fb,,,,,,,17,40,https://t.co/KABxkSgRlr,https://twitter.com/FollowGrego/status/1277452101644361728,twitter.com/FollowGrego/st…,quoted,1277452101644361728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277452708824432640,everyone,Twitter for Android,17,37,0.948,Person,Remy Omar Rey Serrano,0,16,SERVICIOPÚBLICO,,,,,,,2020-06-29T04:03:54+00:00,es,33,2,6,1,1277452708824432640,1102000532,"#SERVICIOPÚBLICO Remy Omar Rey Serrano,de 47 años fue diagnosticado con Abdomen Agudo Quirúrgico y Obstrucción Intestinal. Se encuentra en el Hospital del Seguro Social S/C en delicado de salud y requiere de un aparte solidario con EXTREMA URGENCIA
 0414-7124925 /0414-7543022 🙏🏽 https://t.co/F80nR0Q0ck",006fa5d223223cfc,,,,,,,280,303,https://t.co/F80nR0Q0ck,https://twitter.com/RosecnyZ/status/1277452708824432640/photo/1,pic.twitter.com/F80nR0Q0ck,,,,,,,,,,,72,95,0.5892,Other,Abdomen Agudo Quirúrgico,99,120,0.2763,Person,Obstrucción Intestinal,31277452693058072576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,171,0.1776,Other,Hospital del Seguro Social S/C,,,,,,,,,,,,,,
False,1277379513878487040,everyone,Twitter for Android,40,49,0.504,Person,Luis Armas,0,16,ServicioPublico,17,30,Desaparecido,159,173,PuertoCabello,2020-06-28T23:13:03+00:00,es,1,0,0,0,1277379513878487040,79324612,"#ServicioPublico #Desaparecido el Señor Luis Armas, padece de Alzheimer, por favor quien lo haya visto o lo vea llamar a los números 04124133049 o 04124130561 #PuertoCabello https://t.co/o5pWGhsROz https://t.co/piAqz8Egc5",0151a18c54bdbe02,,,,,,,198,221,https://t.co/piAqz8Egc5,https://twitter.com/linarosag/status/1277379513878487040/photo/1,pic.twitter.com/piAqz8Egc5,,,,,,,,,,,62,70,0.4249,Other,Alzheimer,,,,,,31277379511018041351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31276971812077940737,,,,,,,,,,,,174,197,https://t.co/o5pWGhsROz,https://twitter.com/linarosag/status/1276971825549934594/photo/1,pic.twitter.com/o5pWGhsROz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277378454162374657,everyone,Twitter for Android,40,49,0.5064,Person,Luis Armas,0,16,ServicioPublico,17,30,Desaparecido,159,173,PuertoCabello,2020-06-28T23:08:50+00:00,es,2,0,1,0,1277378454162374657,79324612,"#ServicioPublico #Desaparecido el Señor Luis Armas, padece de Alzheimer, por favor quien lo haya visto o lo vea llamar a los números 04124133049 o 04124130561 #PuertoCabello https://t.co/feqpw9iFLY",0151a18c54bdbe02,,,,,,,174,197,https://t.co/feqpw9iFLY,https://twitter.com/linarosag/status/1277378454162374657/photo/1,pic.twitter.com/feqpw9iFLY,,,,,,,,,,,62,70,0.4198,Other,Alzheimer,,,,,,31277378450941251591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277300830039932930,everyone,Instagram,82,100,0.9446,Person,Miguel Ángel Roldan,0,16,ServicioPublico,,,,,,,2020-06-28T18:00:23+00:00,es,0,0,0,0,1277300830039932930,1105601070192119809,"#ServicioPublico Desde la tarde de este sábado se encuentra desaparecido el señor Miguel Ángel Roldan. Salió de su casa en el Conjunto Residencial Valparaíso, vía El Seminario, San Diego, y no regresó.… https://t.co/yZu9clbPdv",015d19216c749864,,,,,,,203,226,https://t.co/yZu9clbPdv,https://www.instagram.com/p/CB_PB7DHCyq/?igshid=1bmrt94vt0iwh,instagram.com/p/CB_PB7DHCyq/…,,,,,,,,,,,126,156,0.8456,Place,Conjunto Residencial Valparaíso,177,185,0.8092,Place,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-67.98,10.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277271183571013633,everyone,Twitter for Android,53,67,0.9584,Person,Andrea González,0,16,ServicioPúblico,187,193,28Jun,194,208,CiudadBolívar,2020-06-28T16:02:35+00:00,es,5,0,0,1,1277271183571013633,293791614,"#ServicioPúblico | Solicitan estos medicamentos para Andrea González de la fundación Es de Voluntarios:
-Filgastrim o Neupogen 
-Cloruro de Potasio

Contacto: Karla Susseth 0412-6895341

#28Jun #CiudadBolívar",01aae5bd62bae61d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277253137443807232,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-28T14:50:52+00:00,und,0,0,1,0,1277253137443807232,110590908,#ServicioPúblico https://t.co/1WOXS1k3uc,01c93e351e3122fb,,,,,,,17,40,https://t.co/1WOXS1k3uc,https://twitter.com/Punto_deCorte/status/1277252559540027393,twitter.com/Punto_deCorte/…,quoted,1277252559540027393,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1277226280241504256,everyone,Instagram,36,53,0.961,Person,Julio César Rivera,0,16,ServicioPúblico,151,157,Guaco,158,168,Percusion,2020-06-28T13:04:09+00:00,es,0,0,0,0,1277226280241504256,92867901,"#ServicioPúblico El amigo y maestro Julio César Rivera @julitoguaco requiere donantes de sangre. Allí están los contactos para quienes puedan ayudar. 
#Guaco #Percusion #Timbalero #music #musicovenezolano… https://t.co/VQ5e9SAQY1",002e2add0d1ff144,169,179,Timbalero,180,186,music,206,229,https://t.co/VQ5e9SAQY1,https://www.instagram.com/p/CB-tIO_lzg5/?igshid=ere8idaw7x4a,instagram.com/p/CB-tIO_lzg5/…,,,,,,,,55,67,julitoguaco,,,,,,,,,,,,,,,187,204,musicovenezolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-71.3102,10.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276975771224084482,everyone,Twitter for iPhone,42,46,0.4532,Person,250mg,18,27,urgencia,28,38,Lapatinib,261,277,ServicioPublico,2020-06-27T20:28:43+00:00,es,718,12,102,15,1276975771224084482,68830209,"Necesito con suma #urgencia #Lapatinib de 250mg. Es para el hijo de una querida amiga, está muy mal con un terrible cancer de esófago. Si pueden difundir la solicitud de la medicina a lo mejor alguien ayuda. No tiene que ser donada. La podemos comprar. Gracias #ServicioPublico",015cbec154ca1c9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276971825549934594,everyone,Twitter for Android,40,49,0.5064,Person,Luis Armas,0,16,ServicioPublico,17,30,Desaparecido,159,173,PuertoCabello,2020-06-27T20:13:02+00:00,es,1,0,0,0,1276971825549934594,79324612,"#ServicioPublico #Desaparecido el Señor Luis Armas, padece de Alzheimer, por favor quien lo haya visto o lo vea llamar a los números 04124133049 o 04124130561 #PuertoCabello https://t.co/o5pWGhsROz",0151a18c54bdbe02,,,,,,,174,197,https://t.co/o5pWGhsROz,https://twitter.com/linarosag/status/1276971825549934594/photo/1,pic.twitter.com/o5pWGhsROz,,,,,,,,,,,62,70,0.4198,Other,Alzheimer,,,,,,31276971812077940737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276958266854117376,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,71,79,URGENTE,247,263,FundaciónMeraki,2020-06-27T19:19:10+00:00,es,0,0,1,0,1276958266854117376,1222119208554835968,"#ServicioPúblico Para pacienciente que sufrió ACV isquémico y necesita #URGENTE contraste gadolinio para poder realizarse una resonancia.

Quienes tengan la posibilidad de donarlo o informen donde conseguirlo, pueden comunicarse al 0414- 9149047

#FundaciónMeraki💜 #Venezuela https://t.co/uVUTwijn8Y",043383f8b2b79918,265,275,Venezuela,,,,276,299,https://t.co/uVUTwijn8Y,https://twitter.com/FundaMeraki_/status/1276958266854117376/photo/1,pic.twitter.com/uVUTwijn8Y,,,,,,,,,,,,,,,,,,,,,31276958262710198272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276685876983205888,everyone,Twitter for Android,24,38,0.9668,Person,Andrea González,0,16,ServicioPúblico,,,,,,,2020-06-27T01:16:47+00:00,es,37,0,5,2,1276685876983205888,293791614,"#ServicioPúblico | Para Andrea González de la Fundación ""Es de Voluntarios"" se necesita donantes de sangre O- con urgencia.

Para su bebé recién nacido se necesita:
-Survanta (ampolla)
-Pridoxina (ampolla)

Contactos: 0424-9311317 Brayan Filgueira
0412-6895341 Karla Susseth",01aae5bd62bae61d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276652095089905666,everyone,Twitter for Android,,,,,,2,18,ServicioPublico,,,,,,,2020-06-26T23:02:33+00:00,und,14,0,1,0,1276652095089905666,108940178,👇 #ServicioPublico https://t.co/FN311CrFOf,0058b0cb7e695890,,,,,,,19,42,https://t.co/FN311CrFOf,https://twitter.com/Ma_Elisa_G/status/1276645550818054144,twitter.com/Ma_Elisa_G/sta…,quoted,1276645550818054144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276576806993301505,everyone,Instagram,20,25,0.9947,Place,Mérida,0,16,serviciopúblico,,,,,,,2020-06-26T18:03:23+00:00,es,1,0,1,0,1276576806993301505,256763964,"#serviciopúblico en Mérida, Venezuela https://t.co/7eL8JVAj1n",015e5397777769a2,,,,,,,38,61,https://t.co/7eL8JVAj1n,https://www.instagram.com/p/CB6Fx5AhJNA/?igshid=1ut3muvmyints,instagram.com/p/CB6Fx5AhJNA/…,,,,,,,,,,,28,36,0.9279,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-71.1715,8.5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276337496876634115,everyone,Twitter for Android,,,,,,0,16,ServicioPublico,17,28,Emergencia,,,,2020-06-26T02:12:27+00:00,es,21,3,2,0,1276337496876634115,65772110,"#ServicioPublico
#Emergencia
¡Hola! Tú que lees esto, ¿Sabrás dónde puedo encontrar bolsas de colostomia infantil?
Es Urgentisimo
Muchas gracias",01c93e351e3122fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276336847594151937,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-26T02:09:52+00:00,und,1,0,1,0,1276336847594151937,1222119208554835968,#ServicioPúblico https://t.co/M9NueEJdTX,043383f8b2b79918,,,,,,,17,40,https://t.co/M9NueEJdTX,https://twitter.com/YolimarMoncada/status/1276267026772824064,twitter.com/YolimarMoncada…,quoted,1276267026772824064,45,Brand Vertical,Top level entities that describe a Brands industry,781974596148793345,Business & finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596731871232,Banking,,47,Brand,Brands and Companies,10043299623,Santander Bank,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",847529762566230016,Business and finance,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",857878257630195712,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,,,,,,,,,,,,,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,
False,1276335500266274816,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-26T02:04:31+00:00,und,0,0,0,0,1276335500266274816,1222119208554835968,#ServicioPúblico https://t.co/VsUAqG1uN5,043383f8b2b79918,,,,,,,17,40,https://t.co/VsUAqG1uN5,https://twitter.com/palindromica/status/1276295170645012480,twitter.com/palindromica/s…,quoted,1276295170645012480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276296776061005824,everyone,Twitter for Android,19,22,0.9192,Person,Iván,0,16,ServicioPúblico,,,,,,,2020-06-25T23:30:38+00:00,es,5,0,2,0,1276296776061005824,3773382736,"#ServicioPúblico | Iván se encuentra en medio de una batalla enfrentando la neuritis óptica retrobulbar, en este momento necesita de nuestro apoyo. 

Accede a la imagen 👇🏻, dona, y ayúdanos a difundir. https://t.co/Pr0z0Bpuzg https://t.co/6ME4InzpwB",01a74227630d48a8,,,,,,,202,225,https://t.co/Pr0z0Bpuzg,https://twitter.com/Codehciu/status/1276296776061005824/photo/1,pic.twitter.com/Pr0z0Bpuzg,quoted,1276294829476122624,,,,,,,,,,,,,,,,,,,31276296696759291905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,249,https://t.co/6ME4InzpwB,https://twitter.com/AccesoaJusticia/status/1276294829476122624,twitter.com/AccesoaJustici…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276266956086263809,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-25T21:32:08+00:00,und,0,0,1,0,1276266956086263809,1102000532,#ServicioPúblico https://t.co/xe99fIUCYA,006fa5d223223cfc,,,,,,,17,40,https://t.co/xe99fIUCYA,https://twitter.com/lanacionweb/status/1276172141076058116,twitter.com/lanacionweb/st…,quoted,1276172141076058116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276258042175250433,everyone,Instagram,37,49,0.9318,Place,Maracaibo Edo,0,16,ServicioPúblico,17,33,JuntosPorFreddy,,,,2020-06-25T20:56:43+00:00,es,0,0,0,0,1276258042175250433,489927467,"#ServicioPúblico
#JuntosPorFreddy en Maracaibo Edo. Zulia .venezuela https://t.co/4Cb7rDgcVO",01be351754bcbe13,,,,,,,69,92,https://t.co/4Cb7rDgcVO,https://www.instagram.com/p/CB3001bl4lZ/?igshid=mkmriahly043,instagram.com/p/CB3001bl4lZ/…,,,,,,,,,,,52,56,0.7636,Place,Zulia,59,67,0.7783,Place,venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-71.6133648,10.6618859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1276244792079507463,everyone,Twitter for Android,23,37,0.9625,Person,Sergio Monsalve,0,16,ServicioPúblico,,,,,,,2020-06-25T20:04:04+00:00,es,10,0,0,1,1276244792079507463,3083754887,"#ServicioPúblico  Para Sergio Monsalve @sergimonsa se requieren urgentemente los siguientes fármacos: Alimta y Carboplatino. Quien los tenga, favor comunicarse con Carmín Monsalve al 0414 9344694",00ec4c32070f5076,,,,,,,,,,,,,,,,,,,39,50,sergimonsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1275867283076853763,everyone,Twitter for Android,,,,,,0,16,ServicioPúblico,,,,,,,2020-06-24T19:03:59+00:00,und,1,0,1,0,1275867283076853763,2317966135,#ServicioPúblico https://t.co/NVndVzYpXD,009e6b0e445977d6,,,,,,,17,40,https://t.co/NVndVzYpXD,https://twitter.com/FabioLValentini/status/1275850381109743616,twitter.com/FabioLValentin…,quoted,1275850381109743616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
