created_at,text
2021-03-23T21:10:41+00:00,"@fisico_luis @MildredAmorett1 @lord2bros @juliocastrom Los antibióticos no los indican para el virus, sino para la neumonía que se desarrolla si se le deja llegar a los pulmones. Por éso las UCIs están colapsadas y no alcanzan los respiradores. La mayoría de fallecidos son los que precisan intubación por insuficiencia respiratoria"
2021-03-14T22:08:16+00:00,"Quien así lo desee lo puedo pasear por las salas covid-19, o la unidad de cuidados intensivos del Hospital General Guatire Guarenas Dr. Eugenio Pérez D' Bellard, sin la mascarilla y ningún tipo de protección, a ver si es mentira lo de la enfermedad. https://t.co/0anA5L1jBk"
2021-02-22T12:55:37+00:00,"El hospital guatireño cuenta con salas de covid para los pacientes positivos así como una unidad de cuidados intensivos, la cual fue inaugurada en el año 2020 por el gobernador @HectoRodriguez."
2021-02-08T23:39:30+00:00,"♦️ Diputados de #Sucre se encontrarán desplegados con el Pueblo para dar su aporte de lo vivido ante la #AsambleaNacional. @jorgerpsuv 

♦️ Informó que ya iniciaron los trabajos de recuperación de la Unidad de Cuidados Intensivos del HUAPA, que contará con 6 nuevas camas."
2021-02-03T23:40:31+00:00,"#3Ene | Falleció el neurocirujano infantil Carlos Colmenares. Se encontraba en la unidad de cuidados intensivos para pacientes con covid-19 del Hospital Central de San Cristóbal, estado Táchira.  

🗞️📸: @LaPrensaTachira https://t.co/6YsIYU9LrN"
2021-01-26T10:44:18+00:00,"ÚLTIMA HORA 
Muere el ministro de Defensa de Colombia, Carlos Holmes Trujillo. Se encontraba internado en el Hospital Militar de Bogotá y era tratado en la unidad de cuidados intensivos por complicaciones derivadas de covid-19. https://t.co/T8kL9pGRQi"
2021-01-15T15:17:19+00:00,"Aquí, participamos en la impermeabilización de la Unidad de Cuidados Intensivos del Hospital “JM Casal Ramos” #Acarigua #Araure.
⠀
En tiempos de pandemia, debemos velar por nuestra salud y, aunque seguimos cuidándonos para no contagiarnos, tampoco nos descuidamos en otras áreas. https://t.co/BAtYulIL8s"
2021-01-08T20:49:43+00:00,"Lo que había que evitar, el COVID no es mortal perse, pero si le metes centenares de pacientes a las UCIS colapsa el sistema https://t.co/b1v7DF0fqV"
2021-01-05T14:36:48+00:00,Deberían negarle las ucis a los q participaron en marchas y protestas durante la pandemia y a sus patrocinadores q son peores
2020-12-30T03:16:56+00:00,"El gaitero, Jesús Terán «Chavín» fue intubado este martes, luego que su estado de salud se complicara por el Covid-19. La información fue confirmada por el periodista de la fuente gaitera Jhosele Sarabia. Chavín esta recluido en la Unidad de Cuidados Intensivos del SAHUM. https://t.co/3gyhS7sju5"
2020-12-19T13:33:30+00:00,Mueren 9 pacientes de una unidad de cuidados intensivos en Turquía al explotar una bombona de oxígeno https://t.co/oCVAiuTi75 #PuebloLealALaPaz @VencedorMRT 🇻🇪
2020-12-19T13:33:18+00:00,Mueren 9 pacientes de una unidad de cuidados intensivos en Turquía al explotar una bombona de oxígeno https://t.co/oCVAiuTi75 #PuebloLealALaPaz @VencedorMRT 🇻🇪
2020-12-18T09:23:25+00:00,"@PMedio Gobernadora del estado Táchira, Laidy Gómez, reportó que el Hospital Central de San Cristóbal alcanzó 100% de ocupación en su Unidad de Cuidados Intensivos para pacientes de #Covid_19
👇👇👇🇻🇪
https://t.co/s8nlHZ2ude"
2020-12-10T11:31:04+00:00,UCIS alemanas alcanzan su límite con pacientes de Covid-19|Noticias|teleSUR https://t.co/4H5ioftxOw #ChavismoLealtadATodaPrueba @VencedorMRT 🇻🇪
2020-12-01T00:15:54+00:00,Senador chileno es internado en Unidad de Cuidados Intensivos|Noticias|teleSUR https://t.co/MweZEZEbN8 #FlexibilizaciónAmplia @VencedorMRT 🇻🇪
2020-11-18T00:13:40+00:00,"En nuestra Unidad de Cuidados Intensivos (UCI) trabajamos con equipos tecnológicos y procedimientos invasivos, como también asistencia médica que nos permiten cuidar y recuperar la salud de cada paciente.
⠀
#CentroMedico #Anzoategui  #CuidadosIntensivos #Clinica #Salud https://t.co/D7E0co2R3f"
2020-11-16T20:09:02+00:00,"Alex Sánchez, exgobernador del estado Yaracuy, falleció la mañana de este domingo por COVID-19. Sánchez, de profesión ingeniero, se encontraba en la Unidad de Cuidados Intensivos del hospital Central de San Felipe, capital del estado. 
https://t.co/MX66kFf4K0"
2020-10-24T00:46:31+00:00,"@MirniaT Le fue extraído el Tumor, los médicos hicieron un gran trabajo, al ser llevada a Unidad de Cuidados Intensivos, no aguanto y  Falleció."
2020-10-21T23:59:15+00:00,"Bacterias en la Unidad de Cuidados Intensivos Pediátricos de la Ciudad Hospitalaria Enrique Tejera, en Valencia, cobran la vida de niños - https://t.co/ZFXmeCYtyZ"
2020-10-21T22:31:19+00:00,"Buenas tardes, que ""no quede  impune la muerte de mi hija en ese hospital"", clama nuestro colega Lisandro Barazarte a la atención del gobernador @rafaellacava10 #Venezuela #21octubre #Salud
 https://t.co/CiyVJb27t4"
2020-10-07T18:19:47+00:00,La leyenda checa Panenka fue ingresado a una unidad de cuidados intensivos en un hospital en Praga  https://t.co/YHl4jQEHQ7
2020-10-04T23:51:23+00:00,"Así es la suite presidencial del Hospital Walter Reed dónde está hospitalizado Donald Trump:
✓Tiene seis habitaciones solo 
✓Incluye una unidad de cuidados intensivos
✓Cocina
✓Sala de estar
✓Dormitorio
✓Comedor con lámpara de araña de cristal
@richard680news 
@latablablog https://t.co/j9VlXSUbXN"
2020-09-01T21:48:56+00:00,"BUENAS NOTICIAS el Dr. Ernesto Montiel residente de 3 er año de Terapia Intensiva en Buenos Aires, Argentina  oriundo de Ciudad Ojeda estuvo hospitalizado en la unidad de cuidados intensivos con ventilacion mecanica… https://t.co/9nSSfRNxDB"
2020-08-30T13:56:43+00:00,"@oscarabp @joselbaptista @carlosscull @embajadave_pe Cómo te va a escribir, no leíste que está en UCI es decir Unidad de Cuidados Intensivos. Ya te contactaron, pero igual no van a hacer nada."
2020-08-24T09:23:17+00:00,"El municipio de luto

Falleció por Covid-19 en la Ciudad de Maracaibo el reconocido médico Juan Leal

El doctor Juan Leal se encontraba hospitalizado en la Unidad de Cuidados Intensivos del HUM, batallando contra… https://t.co/65sLwntEjK"
2020-08-22T00:05:16+00:00,"#ServicioPublico #Urgente Para mi hermano, Arístides Canelón recluido en la Unidad de Cuidados Intensivos en Maturin estoy necesitando un sistema de aspiración cerrado y 12 ampollas de RENDESIVIR..telf  04241957273 Favor RT. gracias"
2020-08-20T20:55:19+00:00,En estos tiempos una guardia en la Unidad de Cuidados Intensivos es 😭
2020-08-18T10:21:39+00:00,"El diputado disidente de la Mesa de la Unidad,Manuel ”Zamurito” González muriò después de 20 días en la Unidad de Cuidados Intensivos del Hospital de Clínicas Caracas,mientras el abogado penalista Gustavo Mata muriò en una sala acondicionada del hospital Raúl Leoni,San Félix."
2020-08-18T02:17:11+00:00,"Delcy Rodríguez comunicó la condición actual de los 10.939 casos activos de COVID-19.

85 pacientes en unidad de cuidados intensivos.
337 pacientes con insuficiencia respiratoria moderada.
3.856 pacientes con insuficiencia respiratoria leve.
6.661 pacientes asintomáticos."
2020-08-13T22:55:07+00:00,"#13AGO • Octogenario venció el COVID-19 luego estar dos días en UCI 

Un paciente de 83 años de edad venció el covid-19 luego de estar dos días en la unidad de cuidados intensivos. El hecho ocurrió en la Clínica… https://t.co/XV0zxVYLOZ"
2020-07-29T05:04:00+00:00,"@CristinaSegui_ Por cada millon tirado en los ""rojos y marocones"" hay ucis e implementos sin dotar.
Pero si credibilidad es cero"
2020-07-28T02:49:09+00:00,"#POLÍTICA

Luis Parra salió de la unidad de cuidados intensivos

El pasado 20 de Julio, el diputado fue trasladado desde Yaracuy a Caracas con un cuadro de neumonía

Luis Parra, diputado que se juramentó… https://t.co/T49x0lTYIE"
2020-07-17T14:40:01+00:00,"También fue Profesor Universitario en la Escuela Vargas y Presidente de la Sociedad Venezolana de Nefrología.
Actualmente, el Dr Urdaneta se encuentra hospitalizado en la unidad de cuidados intensivos en la Clín Metropolitana de Caracas después de ser diagnosticado con COVID-19."
2020-07-16T18:32:01+00:00,"Hoy murió en su casa, mientras dormía, a los 94 años de edad, el Dr Abdel Mario Fuenmayor Peley, fundador de la Cardiología merideña y cofundador del Hospital Universitario de Los Andes y la Unidad de Cuidados Intensivos. Era familiar nuestro por ser nieto de mi bisabuela."
2020-07-16T13:38:59+00:00,@asdrubal1938 @alfreditodiaz No hay una visita semanal más esperada que la que hace la primera dama @LeynysMalave a la Unidad de Cuidados Intensivos Neonatal del Hospital Luis Ortega. Su relación con eso niños y sus madres es publica y de larga trayectoria. Desde 2018 y esta foto es de este año 2020 https://t.co/ODU37NdkgR
2020-07-14T14:26:43+00:00,"Al menos tres de los más grandes centros de salud de Caracas están al 100% de ocupación y otros dos ya superan el 70% en la unidad de cuidados intensivos. Están dejando morir a las personas, no los atienden como debe ser. #VzlaEnRiesgoCovid19"
2020-07-14T14:09:40+00:00,"Carwil Cepeda, de 28 años, es un joven con condiciones especiales, se encuentra en el HC de #SanCristóbal en la unidad de cuidados intensivos muy delicado de salud, tras varias complicaciones. Su familia está desesperada y requiere ayuda 🙏🏽
#Táchira #ServicioPúblico #14Jul https://t.co/IYaFM30rSi"
2020-07-03T00:31:09+00:00,#ENVIVO | Rodríguez: Tenemos 11 pacientes en Unidad de Cuidados Intensivos y 7 con respiración aguda moderada.
2020-06-30T01:02:40+00:00,"#ENVIVO | Rodríguez: Debemos informar también el estado de nuestros pacientes,  3.364 están sin síntomas, 447 en condición leve, moderada 13 casos y graves en Unidad de Cuidados Intensivos (UCI) 9."
2020-06-29T03:43:08+00:00,"#POLÍTICA

.

.

El diputado Hernán Alemán fue ingresado en la UCI por Covid-19 en Bogotá.

.

.

El diputado Hernán Alemán de 65 años de edad fue ingresado hoy domingo 28-J en la Unidad de Cuidados Intensivos (UCI),… https://t.co/3iSdIYArNA"
2020-06-28T05:37:48+00:00,"Arrecia el Covid19 en Venezuela...

Y pensar que la curva ascendente apenas está empezando...

UCIS: a prepararse que viene trabajo!!"
2020-06-17T15:04:50+00:00,"2 MIL DÓLARES? 

Si, eso es lo que cuesta 1 día de hospitalización en una Unidad de Cuidados Intensivos en una clínica privada, pero en la Nueva UCI del hospital de Calabozo ¡ES GRATIS! Con tecnología de punta y profesionales dispuestos a salvar vidas.

#GuaricoSaludParaElPueblo https://t.co/WZ2IYB6sb5"
2020-06-17T14:20:41+00:00,"Hoy por primera vez los calaboceños cuentan con una Unidad de Cuidados Intensivos en Hospital Francisco Urdaneta Delgado y la hemos Inaugurado gracias al trabajo y el esfuerzo del Gobierno Bolivariano.

#PrevenirEsVencer

#GuaricoSaludParaElPueblo

#17Jun https://t.co/3i9fSpsNX4"
2020-06-10T12:39:35+00:00,"@phenobarbital No necesariamente todas son muertes ocasionadas directamente al coronavirus, pero si atribuibles a la epidemia. Si tienes las UCIs colapsadas, van a fallecer fuera de ellas pacientes con otras patologías que usualmente se hubieran salvado al ingresar."
2020-05-22T02:06:16+00:00,"@EdwinRojasM @NicolasMaduro #Sucre ya cuenta con la nueva Unidad de Cuidados Intensivos Neonatal... Gracias Presidente @NicolasMaduro Gobernador @EdwinRojasM #Salud #Venezuela 

NOSOTROS VENCEREMOS!!!"
2020-05-19T21:25:38+00:00,"👶🤱👩‍⚕️🏥👶🤱👩‍⚕️🏥👶🤱👩‍⚕️🏥👶🤱👩‍⚕️🏥👶
💛💙❤💛💙❤💛💙❤💛💙❤💛💙❤💛💙
Gracias a este súper Ángel francysst que, no duda ni un segundo en ayudar a los baby de mi unidad, esta vez apoyo a los pequeñines de Cuidados Intermedios e Intensivos… https://t.co/uIvTz3Pibx"
2020-05-13T00:26:18+00:00,"Oyendo en TVE que en Moscú han explotado varios equipos de ventilación pulmonar en UCIs, equipos construidos en Rusia, y que han exportado a otros países, incluido EEUU"
2020-04-25T23:39:07+00:00,"Rojas: Se está recuperando la unidad de cuidados intensivos para neonatos del Huapa en Cumaná

El gobernador del estado Sucre, Edwin Rojas, informó este viernes 24 de abril que se está rehabilitando, acondicionando,… https://t.co/NAlKAmnRwt"
2020-04-25T22:15:26+00:00,"#Atencion Municipio Miranda, el presidente @NicolasMaduro nos envió el equipamiento para fortalecer la Unidad de Cuidados Intensivos del hospital de Calabozo valorado en 9 mil millones de bolívares. Ya la emergencia está casi lista y en los próximos días la vamos a reinaugurar. https://t.co/ilVoAtaaEX"
2020-04-20T23:16:58+00:00,"A LA SRA VENEZUELA**** ,URGE LLEVARLA UCI
UNIDAD DE CUIDADOS INTENSIVOS.. https://t.co/W9GBpNy1GY"
2020-04-12T16:57:07+00:00,"Esta semana entraron a robar en mi Unidad de Cuidados Intensivos. Si, dentro de un hospital. Si, en un área restringida. Forzaron la cerradura del cuarto de descanso e hicieron caída y mesa limpia con las posesiones de los muchachos de guardia. Se llevaron hasta la cena.
(Sigue)"
2020-04-10T14:15:04+00:00,Boris Johnson abandona la unidad de cuidados intensivos https://t.co/EtNFstolFR vía @ABC_Mundo
2020-04-10T13:20:39+00:00,Es terrible! Para los jóvenes que se creen inmunes...les recuerdo: es un virus y ya hay 3 mutaciones... https://t.co/3NKXn0ucCV
2020-04-07T17:08:33+00:00,"Algunas embarazadas, otras viviendo una pérdida y otras a punto de parir.

Otras personas lejos de sus casas en la unidad de cuidados intensivos. 

No te desgastes pensando en que en otro escenario hubiera sido mejor pasar éste receso."
2020-04-06T19:32:22+00:00,"#ÚltimoMinuto: El primer ministro de Reino Unido, Boris Johnson, es trasladado de urgencia a la unidad de cuidados intensivos tras empeorar los síntomas de #Covid19. https://t.co/5qfcE8PfYf"
2020-04-05T15:30:02+00:00,Robots auxiliares han sido contratados por el jefe de la unidad de cuidados intensivos de un hospital en el norte de #Italia para ayudar al personal médico en la crisis por el #coronavirus https://t.co/IhHLAs3Qic
2020-03-29T05:26:26+00:00,"#29mar | Alemania acondiciona un avión tipo Airbus con una Unidad de Cuidados Intensivos de 44 camas, para trasladar a pacientes con la COVID-19 desde Italia a hospitales de Alemania
Fuente: @ITRnoticias1 
#Germany
#Italy 
#CoronavirusPandemic https://t.co/XSm6hEJfSK"
2020-03-20T22:45:46+00:00,"El Dr. Édgar Quiroz es médico intensivista encargado de coordinar la Unidad de Cuidados Intensivos del #CEA. 

Además, ocupa el cargo de Director Médico de la clínica, cuya función es velar por el correcto funcionamiento de la misma.

#CentroMedico #Anzoategui #MedicosVzla https://t.co/xm4CoRBvh7"
2020-03-20T18:16:42+00:00,"Lo último 🚨
Primera muerte en Washington se trata d una mujer de 75 años q viajó previamente a España y q fue internada el pasado 19 de marzo en la Unidad de Cuidados Intensivos x presentar insuficiencia respiratoria y neumonía. La causa del deceso fue un paro cardiorespiratorio https://t.co/5M5JdStnea"
2020-03-17T22:14:47+00:00,"Lorenzo Sanz, expresidente del Real Madrid, se encuentra ingresado en la unidad de cuidados intensivos con pronóstico grave tras haber dado positivo en covid-19, informa el diario Ideal. Sanz, de 76 años, tenía… https://t.co/Pr4bEkiNve"
2020-03-13T17:48:58+00:00,"5. Sincerar la capacidad operativa real de nuestros hospitales . Por ejemplo, si existieran a fin de mes 500 casos positivos, al menos 75 requerirán hospitalización por neomonía y 25 necesitarán ingreso a unidad de cuidados intensivos. ¿Contamos con esa capacidad ?"
2021-05-03T14:59:27+00:00,"Con una inversión de 180mil millones de Bs
Se Activa la Unidad de Cuidados Intensivos (UCI) del Hospital Universitario Antonio Patricio de Alcalá (HUAPA) Gracias Pdte @NicolasMaduro por su apoyo a nuestro Gob @EdwinRojasM

#RadicalesContraLaCovid 
#SucreEnMayoDeVictorias https://t.co/slhnMKdrPf"
2021-05-03T14:13:10+00:00,"El Gobernador @EdwinRojasM indicó que la unidad de cuidados intensivos estaba en coma, pero la rehabilitamos y quedó repotenciada. 

👉 Una moderna UCI tiene el pueblo de Sucre con nuevos y modernos equipos tecnológicos

#RadicalesContraLaCovid
#SucreEnMayorDeVictoria"
2021-05-03T12:11:49+00:00,"Gobernador @EdwinRojasM Siempre pensando en su Pueblo!!

Rehabilita y moderniza la unidad de cuidados intensivos del HUAPA y se amplió la cantidad de camas que benefician a todo el pueblo Sucrense!!
#SucreEnMayoDeVictoria
#RadicalesContraLaCovid https://t.co/mXUkD2Fq0x"
2021-05-01T16:35:13+00:00,"Hermana. El murió primero. En Valencia. Ella murió horas después, en Maracay. Victor,hijo, tu no será vengas. Sabes por qué? Simple, es nuestro trabajo. Por eso OS admirare siempre. Cómo a Yamil . Ese gordo y gran pana. Co fundador de la unidad de cuidados intensivos de barinas"
2021-05-01T06:30:06+00:00,"#1Mayo ¡Promesa Cumplida! Nueva unidad de cuidados intensivos repotenciada, transformada y modernizada en el Hospital Universitario Antonio Patricio de Alcalá, gracias al apoyo del Presidente @NicolasMaduro y a nuestro Gob. @EdwinRojasM ¡En Sucre la Salud es Primero! 😷🤍🏥 https://t.co/T4x1CMKPi3"
