created_at,text,
2021-03-15T12:57:53+00:00,@Fredypm @Fooros @CarpinteroAlejo @IIuminat @AlexRodrilobo @Florencia90102 @Freihei77513885 @Dante27579076 @Jose33076037 @SanchezPinedaA2 @PriscilianoManu @Tropatriunfante @leonardo19741 @Viejis39 @Samurai16157668 @burundango1970 @HUS07777781 @saintmayo1981 @RamadanMezVzla @WilfredoNc @r_taribo @1961Tokio @kris_indignada @Klobo91 @3lS0ld4d0R0j0 @JuanCalosoooooo @OnlineFighterVe @Casanay1910 @Monknk1 @thegreattiger @RiegoPineda @MirafloresEl @antoniovaldez6 @rosdabella @FratriaSpartak @yaruabella @pilarneo58 @tawfi78682819 @jmorchio @ChalecosAmarill @la_lunerita @dpiloncita @benito3fantomas @ThomasBrown2020 @HaIconn @Corsarionegro5 @ArmandoInfo @Urdanet03364722 @indioguerrero50 @PartidoPSUV Eres culpable y cómplice porque callas de las colas en el Perú por una bombona de oxígeno es tu culpa mientras hablás de forma histérica de Venezuela https://t.co/3sL57xA7Nc,
2021-03-15T11:10:13+00:00,"*Tenemos despacho inmediato de los siguientes medicamentos a toda Ccs:* 
Amlodipina 10Mg
Amlodipina 5mg
Amoxicilina 600mg
Cetirizina 10mg
Ciprofloxacina 500mg
Dexametasona 8mg/2ml amp 
Diatonb (Diosmina) 450mg
Diclofenac potásico 50mg x 30tab
Esomeprazol 40mg
Enalapril 5mg",
2021-03-15T04:50:27+00:00,Necesito una bombona de oxígeno https://t.co/euXKPNypwE,
2021-03-10T22:59:36+00:00,"Twitter necesito de tu magia, tengo una amiga hospitalizada con covid en Caracas pero ya su póliza no aguanta más y para darla de alta es necesario oxígeno, si me pudieran ayudar a conseguí dónde alquilar una bombona se los agradecería @Aurylicious @soyluisalamo @negromangueraa",
2021-03-08T22:03:17+00:00,"Calmaron la crisis, el médico nos dijo esto cuando preguntamos que iba a pasar: ""yo les dije a ustedes que esto iba a pasar, y va a seguir pasando pero peor, en un momento la dexametasona no va a hacer nada y bueno tendrá que fallecer""",
2021-03-08T21:56:00+00:00,"Fué difícil que los médicos nos tomarán en cuenta en realidad, de echo mandaron la dexametasona intravenosa, y no explicaron al menos como debíamos hacerlo tuve que llamar, tampoco mandaron tto anticonvulsivo, porque bueno a su criterio no había mucho que hacer con mi mamá.",
2021-03-07T18:51:15+00:00,"@lilimilani @VenezolanaEnVE Yo con mi problema uso: Hidrocortisona,  Dexametasona, Betaduo,  Betagen Solpen,",
2021-03-06T23:13:10+00:00,URGENTE: la señora Rosa Henríquez está en el hospital Razetti de Barcelona. Tiene 76 años. Necesita un flujómetro y una bombona de oxígeno URGENTE. Está en el piso 2 cuarto No. 4. Quiénes puedan ayudar llamen a Francisco Velasquez +58 4120861282. DIOS LES PAGUE,
2021-03-04T01:24:54+00:00,@AleCrespoF Con todo respeto el estudio muestra que la mortalidad en pacientes COVID 19 es menor cuando los pacientes se les administra dexametasona con  soporte ventilatorio invasivo y no invasivo. El uso de dexametosana sin uso de soporte ventilatorio se asocio con mayor mortalidad.,
2021-02-16T11:22:15+00:00,"@cerezadorada_41 No he dormido en toda la noche, me parda cada vez que me inyecto una Dexametasona, todo por mi enfermedad ""EPOC""",
2021-02-16T07:22:30+00:00,"Ahora imagínense lo que yo siento cuando veo la gente como si nada amuñuñada, amigos lo que están gastando en curda en tratar de pasarla bien etc etc lo van a gastar en azitromicina, dexametasona, salbutamol, ibuprofeno, loratadina, y rogar que no se compliquen.",
2021-02-15T04:10:35+00:00,Y estás ganas locas que cargo será la dexametasona 😳😳,
2021-02-13T18:13:05+00:00,"@jaarreaza Disculpe usted lo que le voy a decir porque merece todo mi respeto. Estoy de acuerdo que ayuden a Brasil, pero nosotros que? Sabe cuánto cuesta una bombona de oxígeno aquí? Pues 60$ apliquen la ley, no es justo",
2021-02-07T13:08:23+00:00,"@marggiebeens Yo tengo 36 horas sin dormir, cada vez que me infectan Dexametasona para mi problema de EPOC, paso la noche en vela, pero es que no duermo nada, ayer me tuvieron que inyectar, por un exceso de tos y ya estaba pensando que me tenía el viros mortal, no me han dado mas síntoma.",
2021-02-07T06:08:29+00:00,"La Dexametasona y Amikacina pican es todo lo que iba a decir, sigan en lo suyo",
2021-02-02T10:40:53+00:00,Debe ser indicada la dexametasona en pacientes estadio IIb de la enfermedad por covid-19 es decir al paciente con enfermedad respiratoria moderada caracterizada por neumonía e hipoxia y al que está en insuficiencia respiratoria intubado o no https://t.co/v7i2Zy8zaa,
2021-01-28T17:15:08+00:00,"Para el prof #UNET Fernando González se necesita 
 Remdesivir 100mg
Clexane 80mg
Dexametasona 8mg
N-acetilcisteina 600 mg
 cefmiaxona amp 1gr 
magnesio cap 
zinc 100mg 
vitamina C 1gr 
vitamina D 4000 und, ketoprofeno amp, gulaper jarabe, montelukast tab 100mg",
2021-01-26T20:48:49+00:00,"26Ene
Alcaldesa Nircia Villegas nuevamente apegada a su sensibilidad humana se solidariza con la donación d medicamento
En el despacho d la Alcaldía d Carúpano se otorgó a la ciudadana
Lusmenia Aguilar un tratamiento antigripal contentivo de bromexina acetaminofen y dexametasona https://t.co/kmdud8ysbH",
2021-01-25T18:10:48+00:00,"@la_patilla Hay que vender lo que tengas y a precio de gallina flaca..Carro,moto,nevera,cosinay lo q sea xq una bombona de oxígeno por decir algo ,está por encima de 50 $..",
2021-01-19T11:50:10+00:00,"@CMonteroOficial Mientras aquí en Vzla te sacan los ojos por una bombona de oxígeno, la corrupción en este País es horrible.",
2021-01-19T00:00:13+00:00,"En el hospital central de San Cristóbal, los familiares de paciente con covit, pagan 35$ por una bombona de oxígeno. Liz para fuera y tinieblas para la casa https://t.co/HBJLVtlj4S",
2021-01-12T23:34:34+00:00,"Querido Diario:
Hoy volví a dar 2 vueltas a la manzana, baje y subí escaleras, Auxilió siento que me muero y no tengo bombona de oxigeno... 🤪😔😋
#DiarioDeUnGordo",
2021-01-12T12:24:41+00:00,@maguzes @OrlandoRPN Si se consideró la dexametasona es porque hay alteración en pulsioximetria ( sat entre 92-95%). (Fase IIa). Debe disponer del oxígeno suplementario.,
2021-01-10T00:24:38+00:00,Gano Aragua 10-1 a Leones out 27 finalizo.Caracas con bombona de oxigeno.,
2021-01-09T19:15:33+00:00,"#SERVICIOPÚBLICO
Alicia Castro de Carrillo de 87 años recluida en UCI del Hospital Central requiere #URGENTE
Enoxoparina o clexane de 60 mg.  
Dexametasona amp 8mg Cefotaxime amp 1gr. Vancomicina amp 500mg. Vitamina C tab
 Vitamina D tab
 Zinc tab
 Magnesio Tabl
Colchicina tabl",
2021-01-09T18:05:49+00:00,"SERVICIO PÚBLICO Para paciente recluida en UCI del Hospital Central se requiere con URGENCIA

Enoxoparina o clexane de 60 mg.  Dexametasona ampollas de 8mg.   Cefotaxime ampollas de 1gr. Vancomicina ampollas de 500 mg. Vitamina C tabletas
 Vitamina D tabletas
 Zinc tabletas",
2021-01-07T16:49:23+00:00,Dexametasona *,
2021-01-05T22:17:10+00:00,medicamentos de Asmiria Acevedo :  Imepenem 1gr cada 12 horas por 7 días,
2021-01-05T01:04:55+00:00,La universidad está en shock descompensada y sin nadie que intente darle un soporte.   Nadie le presta una bombona de oxígeno nadie le pasa un suero por una vía. Ahí está tirada hipotensa taquipneica desaturada en espera que dios por fin se la termine de llevar. https://t.co/Lxz7jU3Uku,
2021-01-05T00:11:19+00:00,"#ServicioPublico | Para la periodista Beatriz Rojas se requieren los siguientes medicamentos:
Dexametasona 8mg amp
Ranitidina 150mg pastilla
Aspirina 91 MG 
Atorvastatina 40mg 
Budesonida en inhalador
04144137891",
2020-12-31T16:24:30+00:00,"@SobralLaura También están cobrando casi 400000 pesos por el alquiler de la bombona, la carga de oxígeno,los manómetros, la mascarilla",
2020-12-30T01:08:44+00:00,"Un médico amigo preguntó por mi salud y le dije que estaba obstinada de las ampollas diarias de dexametasona que me han inyectado (y las que faltan)
""Es mejor eso que estar intubado"", respondió.
Fue como una cachetada de ubicatex.
Gracias, doctor, en serio.",
2020-12-26T15:20:08+00:00,"Esa bombona de oxígeno les permitirá respirar un rato más, pero nada más porque abandonaron el ejercicio de la política en el interior del país, todos afuera cobrando y echando físico. Pura vana apariencia sin ningún piso político, sin organización ni acción https://t.co/4CbLldnNdM",
2020-12-23T17:56:09+00:00,@fpachano @LaMoncita Dexametasona quise escribir,
2020-12-19T13:33:30+00:00,Mueren 9 pacientes de una unidad de cuidados intensivos en Turquía al explotar una bombona de oxígeno https://t.co/oCVAiuTi75 #PuebloLealALaPaz @VencedorMRT 🇻🇪,
2020-12-19T13:33:18+00:00,Mueren 9 pacientes de una unidad de cuidados intensivos en Turquía al explotar una bombona de oxígeno https://t.co/oCVAiuTi75 #PuebloLealALaPaz @VencedorMRT 🇻🇪,
2020-12-19T02:54:25+00:00,"No saben que cada Remdesivir cuesta 300$ y son más de 10. Sin contar el clexane la dexametasona, la N-acetilcisteina el meropenem solo por ahí. Fácil una hospitalización pública por covid son más de 3mil$. https://t.co/HLDqtY2BkU",
2020-12-13T04:42:20+00:00,"@diago_s @GiuseppeN0c Dos veces me ha dado la gripe china, y sin saber lo juro por Dios en la primera use la dexametasona por qué ya la tenía que usar por la alergia y paso muy rápido, y la segunda fue más depresión que un cuadro grave.",
2020-12-12T16:24:15+00:00,"Clotrimazol+Neomicina+Dexametasona Crema (Baycuten)

WhatsApp 📱👉 https://t.co/A4SkUhKXyj 👍 https://t.co/udUH6l5s6y",
2020-12-02T13:22:00+00:00,"El uso prolongado de colirios con esteroides,pueden causar elevación en la presión del ojo
Usted se coloca colirios?
Se automedica?
Revise las gotas que usa: Si tiene dexametasona, prednisona son esteroides que pueden inducir glaucoma, catarata o empeorar su afección #oftalmotips https://t.co/dv5RfUfBGp",
2020-11-30T20:47:08+00:00,"@alcaldeledezma Recibió varias llamadas, Maduro tranquilo que el domingo y el próximo de arriba te llega la bombona de oxígeno. Osea tus panas ique opositores.",
2020-11-24T12:53:06+00:00,"..."" noticia de la ampliación de la flexibilización para el mes de diciembre, expresó que sería una «bombona de oxígeno» para el sector turismo, así como «oro» para muchos sectores que están críticos""
@FedeRadioVe",
2020-11-10T03:15:23+00:00,@tamairycabrera Total. Y nos hartamos de las sapas que se colocan dexametasona y cuando les pica jode y echan paja. Jajajajajajaaa,
2020-11-09T13:36:59+00:00,"Dexametasona en tabletas disponible en #NovaFar

Te esperamos en nuestros #EspaciosNovaFar en 📍 Urb. Agua Blanca, Calle 127 #Valencia https://t.co/vQh4lhAvD1",
2020-10-16T22:09:10+00:00,"Es correcto Oiane, en casa tengo a un familiar que tuvo Covid le conseguimos tratamiento con dexametasona en ampollas, azitromicina y paracetamol, además de guarapos de ramas, malojillo, jengibre... Tomó sábila con miel y ya gracias a Dios, adiós Covid https://t.co/N3cUD27CXK",
2020-10-13T21:11:12+00:00,@AntonietaGiron Si se puede pero el beneficio de la dexametasona es en casos severos amiga,
2020-10-10T21:23:11+00:00,"Brad Pitt tendencia. Ya estaba preparando una bombona de oxígeno por si acaso. Salud y vida, actorazo.",
2020-10-07T13:27:16+00:00,@CNNEE Yo escuché al Dr huerta hasta hoy..y le puedo llamar ignorante.eso solo sucede en tratamientos https://t.co/bdkKuMSVjD una declaración por intereses políticos. La dexametasona ha salvado a muchos pacientes con https://t.co/GUbpFt9UXy consta,
2020-10-06T00:06:07+00:00,@prioridadvzla Siempre lo he dicho ....ese muchacho no es presidente nada!!!! Es una bombona de oxígeno!,
2020-10-03T10:48:08+00:00,@iria_alvarado @cariba_07 En caso para el 12 de agosto la Dra me examino y dijo que clínicamente tenía Covid ahí me mando antibióticos 10 dexametasona inhaladores broncodilatador y otros medicamentos porque ya tenía neumonía para el 26 de agosto comencé con deficiencia respiratoria y otras 5 dexametasona,
2020-10-03T02:26:19+00:00,"@FerminMery @nelsonbocaranda A mi me colocaron 15 inyecciones de dexametasona y a Dios gracias vencí la neumonía, antibióticos, broncodilatador aspirina vitamina c, d, zinc aún con tratamiento tengo ya 2 meses",
2020-09-30T19:00:37+00:00,"#ServicioPúblico Familiares de Aura de Castillo, de 69 años, con neumonía por Covid-19, solicitan apoyo con medicamentos: Ceftriaxone ampollas 1mg, Dexametasona 8mg endovenoso, Deflazacort oral, 30 mg.Clexane 60mg, subcutáneo.Remdesivir, 200mg endovenoso. Contacto: 04149218374",
2020-09-19T21:50:54+00:00,"@TheDocRasec Eso es nada, yo he visto recipes de meropenem que luego lo rotan a longacef y levofloxacino. O dexametasona 8mg en pacientes con SatO2 &gt;95%. Es horrible.",
2020-09-17T06:59:09+00:00,"@BelkisRiera Es importante si ya tienes los síntomas iniciar el tratamiento.... Azitromicina, dexametasona u el ibuprufeno.. Ojala sea leve y mejores🙋",
2020-09-15T04:33:58+00:00,@GeorgeCatouche No preocuparse pero si ocuparse.. Toma Teragrip y si no se te quita empieza con el tratamiento recomendado... Es importante tomar aspirina y tener a la mano la dexametasona... 🙋,
2020-09-14T19:01:12+00:00,"@NOmasCNE Saludos doctor luego de la aplicación de la Ivermectina, dexametasona y Ibuprofeno además de acetaminofen mi mejoría esta muy rápida ya hoy he podido respirar con mayor tranquilidad, quiero acotar que esto me está dando por segunda vez en menos de 4 meses.",
2020-09-14T18:10:46+00:00,"Excelente periodistaJefe de redacción deportiva de los diarios El Universal y El Carabobeño. Fue gran apoyo en la creación del Instituto Municipal del Deporte en Valencia, Indeval, en la década de los 90. Muy triste que haya muerto por no conseguirse una bombona de oxígeno. https://t.co/AavCWsJYPw",
2020-09-14T14:28:09+00:00,"Buenos días, nuestro viejo amigo y reconocido colega Chichí Hurtado necesita una bombona con oxígeno. Envío número de la esposa Magaly para que la contacten, y por favor los que sean periodistas publiquen en sus respectivos medios.
+58 414-4264798.",
2020-09-13T02:31:12+00:00,"@HectoRodriguez Y en Santa Teresa del Tuy, muere una joven docente porque en el hospital no hay absolutamente nada. Esta docente falleció porque en el hospital no había una bombona de oxígeno y tenía asma. Imagínate el que llega con el covid-19. Que abandono para este pueblo",
2020-09-13T00:22:29+00:00,Dónde se  consigue betametasona en Barquisimeto o dexametasona.,
2020-09-12T04:18:54+00:00,"@HaydeeG24742818 @FRAENKELE Richard tomó: Antigripal Clorace 1 x 5 ds
Antinflamatorio Ibuprofeno 400 mg c/8 h x 7 ds
Anticoagulante Aspirina 1 d x 15 d Desloratadina 1 dia
Vitami C  1 d x 15 ds
DIFCULTD respirar:
Azitromicina 500 mg 1 dia x3ds
Dexametasona 1 día x 3 ds
Oiga a su médico.",
2020-09-08T15:46:48+00:00,"@EthikaJeans @maria1908 Ok. Mucho líquido, si tienes dexametasona, tomen para que les dilate las vías respiratorias. Acetaminofen o paracetamol para bajar la temperatura. Infusiones de toronjil, jengibre, calientes.",
2020-09-08T00:31:38+00:00,"@gozappone @DonGochoK Esto es cierto!!! La azitrimicina de 500mg , 1 cápsula diaria por 5 días... y una ampolla única de dexametasona. Y listo, lo demás cuidados normales!!!.",
